contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR598952,pnps_ERR599007,pnps_ERR598997,pnps_ERR599132,pnps_ERR599346,pnps_ERR594404,pnps_ERR599064,pnps_ERR599128,pnps_ERR598994,pnps_ERR594395,pnps_ERR599055,pnps_ERR599067,pnps_ERR599065,pnps_ERR599168,pnps_ERR594325,pnps_ERR598978,pnps_ERR599144,pnps_ERR599118,pnps_ERR599353,pnps_ERR598965,pnps_ERR599108,pnps_ERR598943,pnps_ERR598971,pnps_ERR599349,pnps_ERR594313,pnps_ERR598962
c_MHASMcontig_85935,CPC,1146673,integron,R,General function prediction only,,,,,,,0.033974743254677635,,,,,,,,,,,,,0.044773302657229334,,,,,,
c_MHASMcontig_87008,CPC,1149154,non-integron,,,,,,,,,0.3373313263260035,,,,,,,,,,,,,0.3786445684333158,,,,,,
c_MHASMcontig_87008,CPC,1149155,non-integron,,,,,,,,,0.2352560769421506,,,,,,,,,,,,,0.05392714030707835,,,,,,
c_MHASMcontig_87008,CPC,1149156,non-integron,,,,,,,,,1.5259577197859526,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_87008,CPC,1149157,non-integron,,,,,,,,,0.26091988968980745,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_87008,CPC,1149158,non-integron,V,Defense mechanisms,,,,,,,0.09670374974033777,,,,,,,,,,,,,0.1171124592272043,,,,,,
c_MHASMcontig_88869,CPC,1153147,non-integron,L,"Replication, recombination and repair",,,,,,,0.3671882340196429,,,,,,,,,,,,,0.2649824606097658,,,,,,
c_MHASMcontig_90503,CPC,1156698,non-integron,,,,,,,,,0.07727518169563581,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_90503,CPC,1156699,integron,,,,,,,,,1.872450268962768,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_90503,CPC,1156700,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.9326002814919024,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_91731,CPC,1159305,non-integron,,,,,,,,,0.3585147247119054,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_91731,CPC,1159306,integron,X,"Mobilome: prophages, transposons",,,,,,,0.4456847434456819,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_91731,CPC,1159308,integron,K,Transcription,,,,,,,0.044174404039254746,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_95280,CPC,1167968,non-integron,X,"Mobilome: prophages, transposons",,,,,,,0.004846139770898526,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_95280,CPC,1167969,non-integron,L,"Replication, recombination and repair",,,,,,,0.07304888968321126,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_95280,CPC,1167980,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.13188733576818507,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_95701,CPC,1168848,integron,T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,0.3439875834144109,,,,,,,,,,,,,0.19044379702037292,,,,,,
c_MHASMcontig_95701,CPC,1168849,integron,T,Signal transduction mechanisms,,,,,,,0.16619543202877704,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_96203,CPC,1170065,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.01913955466971471,,,,,,,,,,,,,0.08446860148270002,,,,,,
c_MHASMcontig_96203,CPC,1170066,integron,T!!!T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,0.0692794400901205,,,,,,,,,,,,,0.061422323691161664,,,,,,
c_MHASMcontig_102354,CPC,1183050,integron,,,,,,,,,0.13125843038104165,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_102354,CPC,1183054,integron,,,,,,,,,0.1488039526520996,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_102354,CPC,1183055,integron,,,,,,,,,0.07199679788966881,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_102611,CPC,1183604,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.0,,,,,,,,,,,,,0.00339977410536485,,,,,,
c_MHASMcontig_103005,CPC,1184341,non-integron,,,,,,,,,0.019331701776444152,,,,,,,,,,,,,0.03141651398464219,,,,,,
c_MHASMcontig_103005,CPC,1184345,non-integron,,,,,,,,,,,,,,,,,,,,,,0.0971252963244191,,,,,,
c_MHASMcontig_103005,CPC,1184346,non-integron,,,,,,,,,,,,,,,,,,,,,,0.04787274777730182,,,,,,
c_MHASMcontig_103014,CPC,1184357,non-integron,,,,,,,,,,,,,,,,,,,,,,0.1346224064122801,,,,,,
c_MHASMcontig_103267,CPC,1184997,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,0.1389880557336414,,,
c_MHASMcontig_103966,CPC,1186511,integron,,,,,,,,,0.3654858642570684,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_107029,CPC,1193137,integron,,,,,,,,,0.3445149718666368,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_108083,CPC,1195289,non-integron,,,,,,,,,5.08116622126802,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_108083,CPC,1195290,integron,,,,,,,,,0.1245781096474643,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_110736,CPC,1200920,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,0.052088330859354985,,,,,,,,,,,,,0.06362079221236798,,,,,,
c_MHASMcontig_110736,CPC,1200922,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.1170939352378242,,,,,,,,,,,,,0.09262520293071301,,,,,,
c_MHASMcontig_110736,CPC,1200924,integron,E,Amino acid transport and metabolism,,,,,,,0.0378188407661475,,,,,,,,,,,,,0.03902961749468986,,,,,,
c_MHASMcontig_111823,CPC,1203286,non-integron,,,,,,,,,0.2897361902841061,,,,,,,,,,,,,0.23172615354494536,,,,,,
c_MHASMcontig_112934,CPC,1205840,integron,,,,,,,,,0.25826464348385125,,,,,,,,,,,,,0.4177627479553969,,,,,,
c_MHASMcontig_114133,CPC,1208456,non-integron,K,Transcription,,,,,,,0.002767431435227464,,,,,,,,,,,,,0.0,,,,,,
c_MHASMcontig_114487,CPC,1209222,non-integron,X,"Mobilome: prophages, transposons",,,,0.006720264452742265,,,0.06530172164602813,,,,,,,,,,,,,0.010360461966075324,,,0.03938930410161503,,,
c_MHASMcontig_117977,CPC,1216749,integron,,,,,,,,,0.13820215138233302,,,,,,,,,,,,,,,,0.22978179037324076,,,
c_MHASMcontig_117977,CPC,1216750,integron,,,,,,,,,0.18085722685195146,,,,,,,,,,,,,,,,0.12569291741079008,,,
c_MHASMcontig_117977,CPC,1216752,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.3345470646959075,,,
c_MHASMcontig_120922,CPC,1222763,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.07883358471593753,,,
c_MHASMcontig_120922,CPC,1222765,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,0.4662992602459382,,,
c_MHASMcontig_120922,CPC,1222766,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_120922,CPC,1222767,integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.058550408156692615,,,
c_MHASMcontig_120936,CPC,1222793,integron,,,,,,,,,0.08234305403815458,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_122044,CPC,1225032,non-integron,K,Transcription,,,,,,,0.0039075128721296854,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_122614,CPC,1226323,integron,,,,,,,,,0.7419941411446133,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_122614,CPC,1226326,integron,,,,,,,,,1.5079606695428542,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_123348,CPC,1227805,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,0.18632960195227646,,,
c_MHASMcontig_125933,CPC,1232982,integron,,,,,,,,,1.5613130722028892,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_125933,CPC,1232984,non-integron,,,,,,,,,0.3003010170728897,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_125933,CPC,1232985,non-integron,R,General function prediction only,,,,,,,0.11608531329499225,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_130235,CPC,1241426,non-integron,D!!!I,"Cell cycle control, cell division, chromosome partitioning!!!Lipid transport and metabolism",,,,,,,,,,,,,,,0.0,,,,,,,,,,,
c_MHASMcontig_184765,CPC,1322358,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.041568083221414184,,,
c_MHASMcontig_226925,CPC,1386358,non-integron,,,,,,,,,,,,,,,,,,,,,,0.1183504457683697,,,,,,
c_MHASMcontig_262781,CPC,1444816,integron,R,General function prediction only,,,,,,,,,,,,,,,0.07984239082621633,,,,,,,,,,,
c_MHASMcontig_321998,CPC,1601140,integron,,,,,,,,,,,,,,,,,,,,,0.06598513011152372,,,,,0.03527689230422969,,
c_MHASMcontig_330839,CPC,1623879,non-integron,,,,,,,,,,,,,,,,,,,,0.6594499841949482,,,,,,,,
c_MHASMcontig_330999,CPC,1624282,non-integron,N,Cell motility,,,,,,,,,,,,,,,0.0909162258698311,,,,,,,,,,,
c_MHASMcontig_331386,CPC,1625375,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,0.018482344102178947,,,,,,
c_MHASMcontig_331386,CPC,1625376,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,0.07899521438784311,,,,,,
c_MHASMcontig_351000,CPC,1677368,non-integron,,,,,,,,,,,,,,,,,,,,,,0.11074304720758424,,,,,,
c_MHASMcontig_423012,CPC,1851059,integron,,,,,,,,,,,,,,,,37.81462649796439,,,,,,,,,,,,
c_MHASMcontig_463613,CPC,1915289,non-integron,,,,0.2786342075177865,,,,,0.21695412951250911,,,,,,,,,0.17166435481888467,,,,0.2054590066806903,,,,,,
c_MHASMcontig_463613,CPC,1915290,integron,,,,0.07632084050506466,,,,,0.11464085810567415,,,,,,,,,,,,,0.08922180006230605,,,,,,
c_MHASMcontig_463613,CPC,1915291,integron,,,,,,,,,0.4357706700243389,,,,,,,,,,,,,0.33526643562748565,,,,,,
c_MHASMcontig_487825,CPC,1953273,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.18046447087213704,,,
c_MHASMcontig_487825,CPC,1953279,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.13593751942448756,,,
c_MHASMcontig_498859,CPC,1970712,non-integron,,,,,,0.23021779330463896,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_501346,CPC,1974421,non-integron,I,Lipid transport and metabolism,,,,0.0153281797064779,,,,0.0,,,,0.02083812468078217,,,,,,,,,,,0.021129731148537032,,,
c_MHASMcontig_501346,CPC,1974422,non-integron,L,"Replication, recombination and repair",,,,0.037786642112503835,,,,0.004715181774723973,,,,0.03135617754440239,,,,,,,,,,,0.06660955863560375,,,
c_MHASMcontig_517807,CPC,2000375,non-integron,,,,0.047439086506315516,,,,,,,,,,,,0.06758988689075883,,,,,,,,,,,,0.059680566937635036
c_MHASMcontig_517807,CPC,2000376,non-integron,,,,0.1098402641311418,,,,,,,,,,,,0.14071632168146794,,,,,,,,,,,,0.01676759078751711
c_MHASMcontig_517807,CPC,2000378,integron,,,,0.07662637122210435,,,,,,,,,,,,0.05509666572353534,,,,,,,,,,,,
c_MHASMcontig_517807,CPC,2000379,non-integron,,,,4.58365072428334,,,,,,,,,,,,2.5637207406418794,,,,,,,,,,,0.3041532833161478,
c_MHASMcontig_517807,CPC,2000380,non-integron,,,,4.573756856541458,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_528056,CPC,2020363,integron,,,,,,,0.006875686771453317,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_528056,CPC,2020364,integron,,,,,,,0.06786754813838987,,,,,,,,,,,,,,,,,,0.004193668782601022,,,
c_MHASMcontig_532801,CPC,2032520,non-integron,,,0.12919845810091596,0.12342244991856345,,0.0943730501417514,,,0.0,0.11239370361368776,,,0.1136803507041805,0.0980878674938866,0.13132142575012726,0.04595820115961271,,,,,,,0.10984800155797424,,0.08588851078654361,,,
c_MHASMcontig_535236,CPC,2039116,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.017447657028913287,,,
c_MHASMcontig_543891,CPC,2063073,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.06582858845054554,,,,0.06425893094593799,,,0.06315978687244203,0.08143572065561719,,,,,,,,,,,0.05952418546711705,,,
c_MHASMcontig_543891,CPC,2063074,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.11239440029439066,,,,0.11443631212057526,,,0.11285126369278604,0.0776299825383365,,,,,,,,,,,0.08816780111687683,,,
c_MHASMcontig_543891,CPC,2063075,non-integron,,,,,,0.6162112522919303,,,,0.730729322161092,,,,,,,,,,,,,,,0.426705638586354,,,
c_MHASMcontig_545326,CPC,2066695,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,0.25747778770180463,,,,0.3807849501225635,,,,,,,,,,,,,,,0.22033268790557226,,,
c_MHASMcontig_545326,CPC,2066696,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,0.1270316457038615,,,,0.14374243166592002,,,,,,,,,,,,,,,0.1560572972467939,,,
c_MHASMcontig_545326,CPC,2066697,integron,K,Transcription,,,,0.12294562145221492,,,,0.14830196739854415,,,,,,,,,,,,,,,0.08186720684561116,,,
c_MHASMcontig_545326,CPC,2066698,non-integron,S,Function unknown,,,,0.1502186035243905,,,,0.14972159771371615,,,,,,,,,,,,,,,0.09766494654791233,,,
c_MHASMcontig_545326,CPC,2066699,non-integron,H,Coenzyme transport and metabolism,,,,0.1841160497466387,,,,0.2942742332614689,,,,,,,,,,,,,,,0.3030509229397004,,,
c_MHASMcontig_545326,CPC,2066700,non-integron,H,Coenzyme transport and metabolism,,,,0.15837259657441835,,,,0.05014946259503458,,,,,,,,,,,,,,,0.05136607829744883,,,
c_MHASMcontig_546117,CPC,2068645,non-integron,E,Amino acid transport and metabolism,,,,0.07793640651290717,,,,0.03221598984802532,,,,,,,,,,,,,,,0.06644071093176361,,,
c_MHASMcontig_546117,CPC,2068646,integron,R,General function prediction only,,,,0.2401661924248689,,,,0.3260022323099145,,,,,,,,,,,,,,,0.2499324192638808,,,
c_MHASMcontig_546117,CPC,2068647,integron,,,,,,0.13033212780635708,,,,0.0705231016522698,,,,,,,,,,,,,,,0.09733981647617487,,,
c_MHASMcontig_548285,CPC,2075085,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.09768141222688874,,,
c_MHASMcontig_682244,CPC,2238719,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.14595622000992145,,
c_MHASMcontig_684475,CPC,2248387,non-integron,,,,,,,,0.057571435795055526,,,,0.3389411182582886,,,,,,,,,,,,,,,,
c_MHASMcontig_687513,CPC,2262329,non-integron,,,,,,,0.02569339945044651,,,,,,,,,,,,,,0.02687581233204644,,,,,,,
c_MHASMcontig_687513,CPC,2262330,integron,,,,,,,0.03752832807794202,,,,,,,,,,,,,,0.0443465500045708,,,,,,,
c_MHASMcontig_687513,CPC,2262331,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.008473993099004047,,,,,,,,,,,,,,0.008158890781210392,,,,,,,
c_MHASMcontig_689316,CPC,2270671,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.016202393715952244,,
c_MHASMcontig_689316,CPC,2270672,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,0.04699537530614625,,
c_MHASMcontig_689316,CPC,2270673,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.07951800420390873,,
c_MHASMcontig_689316,CPC,2270674,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.10231151970303448,,
c_MHASMcontig_689316,CPC,2270677,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.040541329064125255,,
c_MHASMcontig_689316,CPC,2270678,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.07669627091076503,,
c_MHASMcontig_689524,CPC,2271651,non-integron,,,,,,,,,,,,0.12733335880399038,,,,,,,,,,,,,,,,
c_MHASMcontig_689524,CPC,2271652,non-integron,,,,,,,,0.005307948762940861,,,,0.05950853749307183,,,,,0.12217414109624955,,,,,,,,,0.13122817217503716,,
c_MHASMcontig_689524,CPC,2271654,integron,,,,,,,,0.1662852859782014,,,,0.19575024131718066,,,,,,,,,,,,,,,,
c_MHASMcontig_689524,CPC,2271656,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_MHASMcontig_689524,CPC,2271658,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077068926843950345,,
c_MHASMcontig_689524,CPC,2271659,integron,,,,,,,,0.0613275369239881,0.05071964080176672,,,0.13386453421958094,,,,,,,,,,,,,,0.07375358848765952,,
c_MHASMcontig_689524,CPC,2271660,integron,,,,,,,,0.04410969718186462,0.03937761428102073,,,0.058097537679463386,,,,,,,,,,,,,,0.032857278442844084,,
c_MHASMcontig_691371,CPC,2280072,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.022731557343680292,,
c_MHASMcontig_692950,CPC,2287315,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.15618150555688065,,
c_MHASMcontig_692950,CPC,2287316,integron,,,,0.1358995034090054,,,,,,,,,,,,0.16142713704276626,,,,,,,,,,0.14490984959102568,,
c_MHASMcontig_692950,CPC,2287317,non-integron,,,,0.1600537675114551,,,,,,,,,,,,0.12172587690557946,,,,,,,,,,0.1677145834254797,,
c_MHASMcontig_692950,CPC,2287318,integron,,,,0.06119031288073527,,,,,,,,,,,,0.09098439615715356,,,,,,,,,,0.07223997986282282,,
c_MHASMcontig_696093,CPC,2301358,integron,L,"Replication, recombination and repair",,,,,,0.035246485457037915,,,,0.03304975224418495,,,,,0.016151164193477858,,,,,,,,,0.056837677549092164,,
c_MHASMcontig_696093,CPC,2301360,integron,,,,,,,,0.9024969510238159,,,,0.8262171104458816,,,,,,,,,,,,,,0.08130966866387564,,
c_MHASMcontig_696093,CPC,2301361,integron,,,,,,,,,,,,,,,,,,,,,,,,,,1.7929119674185456,,
c_MHASMcontig_700626,CPC,2322312,integron,,,,0.0031221320215081946,,,,,,,,,,,,,,,,,,,,,,0.02228396982862894,,
c_MHASMcontig_700626,CPC,2322313,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.12954636151379595,,
c_MHASMcontig_700626,CPC,2322314,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_MHASMcontig_700626,CPC,2322316,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.043999938209179294,,
c_MHASMcontig_700626,CPC,2322317,integron,,,,0.022624800410948723,,,,,,,,,,,,0.010726417568803149,,,,,,,,,,0.046934704495222836,,
c_MHASMcontig_700626,CPC,2322318,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.285657973731819,,
c_MHASMcontig_704186,CPC,2337960,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031187845884435954,,
c_MHASMcontig_704186,CPC,2337961,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,0.0808940371038797,,
c_MHASMcontig_704186,CPC,2337970,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_MHASMcontig_704186,CPC,2337971,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.18387696467804604,,
c_MHASMcontig_704186,CPC,2337972,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
c_MHASMcontig_704186,CPC,2337974,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.011227878372818663,,
c_MHASMcontig_706142,CPC,2346601,non-integron,,,,,,,,0.07886950351010373,,,,0.08607129974117582,,,,,0.040292684645253665,,,,,,,,,0.06202804936146548,,
c_MHASMcontig_706142,CPC,2346602,non-integron,,,,,,,,0.1715212897006899,,,,0.15839680424135305,,,,,,,,,,,,,,0.3728880850853124,,
c_MHASMcontig_708456,CPC,2356533,non-integron,,,,,,,,0.0,,,,0.007082116633506739,,,,,,,,,,,,,,0.008143555384774693,,
c_MHASMcontig_708456,CPC,2356534,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.29834283176883936,,
c_MHASMcontig_708456,CPC,2356535,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.09898261155198597,,
c_MHASMcontig_708456,CPC,2356536,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.07249680094346604,,
c_MHASMcontig_708456,CPC,2356537,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.4522562061469191,,
c_MHASMcontig_708456,CPC,2356538,integron,,,,,,,,0.2338220424671393,,,,,,,,,,,,,,,,,,0.07112144887335067,,
c_MHASMcontig_708456,CPC,2356539,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.13135504891256666,,
c_MHASMcontig_708456,CPC,2356542,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.04156557111630916,,
c_MHASMcontig_708456,CPC,2356543,non-integron,F,Nucleotide transport and metabolism,,,,,,0.004311716576497047,,,,,,,,,,,,,,,,,,0.1641592996778354,,
c_MHASMcontig_709149,CPC,2359622,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.1309216205211004,,
c_MHASMcontig_718823,CPC,2393989,integron,,,,,,,0.06903676283950384,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_718823,CPC,2393994,non-integron,,,,,,,0.006876466943665894,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_718823,CPC,2393997,non-integron,,,,,,,3.737441257377712,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_719249,CPC,2395471,integron,,,,,,,,,,,,,,,,,,,,,0.13424438035129582,,,,,0.11641520490492732,,
c_MHASMcontig_719249,CPC,2395472,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,0.048824438193627535,,,,,0.04515931336480599,,
c_MHASMcontig_719249,CPC,2395473,integron,,,,,,,,,,,,,,,,,,,,,,,,,,0.004208735573253792,,
c_MHASMcontig_719249,CPC,2395474,integron,,,,,,,0.1012828343976817,,,,,,,,,,,,,,0.10669586537055448,,,,,0.08182520701576447,,
c_MHASMcontig_729677,CPC,2431031,non-integron,,,,,,,0.04134495489434333,,,,,,,,,,,0.0,,,0.04592680698048887,,,,,0.04731182570219818,,
c_MHASMcontig_729677,CPC,2431033,integron,L,"Replication, recombination and repair",,,,,0.0390254227225045,,,,,,,,,,,,,,0.01681164501600527,,,,,0.062147907678062025,,
c_MHASMcontig_742479,CPC,2471090,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,0.015165170530064012,,
c_MHASMcontig_742984,CPC,2472233,non-integron,L,"Replication, recombination and repair",,,,,0.12814869537813278,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_742984,CPC,2472234,non-integron,,,,,,,0.04639818591171993,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_767894,CPC,2516143,non-integron,V,Defense mechanisms,,,,,,,0.04836660701303492,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_767894,CPC,2516144,integron,V,Defense mechanisms,,,,,,,0.13948945733862855,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_767894,CPC,2516147,integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,0.1166018640299877,,,
c_MHASMcontig_777926,CPC,2528089,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.31712466652337395,,,
c_MHASMcontig_801254,CPC,2556018,non-integron,,,,,,0.07189445715241444,,,,0.15518052803216995,,,,0.04511518214008493,,,,,,,,,,,0.025220170400645118,,,
c_MHASMcontig_806828,CPC,2562533,non-integron,L,"Replication, recombination and repair",,,,,,,0.053249915587333226,,,,,,,,,,,,,,,,0.07585015591143605,,,
c_MHASMcontig_815105,CPC,2572358,integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.04972508950625848,,,
c_MHASMcontig_816327,CPC,2573934,integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_847582,CPC,2611838,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,0.3127309046840773,,,
c_MHASMcontig_847582,CPC,2611839,integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,0.11541080106413475,,,
c_MHASMcontig_850950,CPC,2618865,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,0.3803261303261342,,,
c_MHASMcontig_853271,CPC,2626715,non-integron,G,Carbohydrate transport and metabolism,,,,0.06296502576274457,,,,,,,,,,,,,,,,,,,0.025477496951962518,,,
c_MHASMcontig_853271,CPC,2626716,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,0.11315664141781802,,,,,,,,,,,,,,,,,,,0.06409585034546776,,,
c_MHASMcontig_853271,CPC,2626717,integron,,,,,,0.1887899684282976,,,,,,,,,,,,,,,,,,,0.1694997709805246,,,
c_MHASMcontig_854540,CPC,2630872,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.0417086335951885,,,
c_MHASMcontig_854540,CPC,2630873,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.9613547622705114,,,
c_MHASMcontig_855285,CPC,2633070,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,0.19526479650791012,,,
c_MHASMcontig_855285,CPC,2633071,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,0.1399777527124758,,,
c_MHASMcontig_855285,CPC,2633085,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,0.22387811667908225,,,
c_MHASMcontig_858769,CPC,2643584,integron,T,Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,,,,0.13275561394455598,,,
c_MHASMcontig_862596,CPC,2655538,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,0.036294990888159774,,,,,,,,,,,,,0.045549108173862866,,,0.01920029287568584,,,
c_MHASMcontig_862596,CPC,2655539,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,,,,,,,0.024343769798427502,,,
c_MHASMcontig_862596,CPC,2655541,non-integron,T!!!T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_862596,CPC,2655543,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,0.002275852653169481,,,0.0,,,
c_MHASMcontig_862596,CPC,2655545,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,0.0253706760326708,,,
c_MHASMcontig_862596,CPC,2655546,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_862596,CPC,2655547,non-integron,E,Amino acid transport and metabolism,,,,,,,0.0928158278825892,,,,,,,,,,,,,0.025947676414651684,,,0.0027768677606256212,,,
c_MHASMcontig_862596,CPC,2655548,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.0040663030954325415,,,,,,,,,,,,,0.031032526787866686,,,0.0034171344895592448,,,
c_MHASMcontig_862596,CPC,2655549,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,0.0035018747384312518,,,
