,contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_SRR3968777,pnps_SRR3963982,pnps_SRR3963456,pnps_SRR3962680,pnps_SRR3965585,pnps_SRR3960578,pnps_SRR3965592,pnps_SRR3964650,pnps_SRR3960580,pnps_SRR3960579,pnps_SRR3960581,pnps_SRR3961935,pnps_SRR3960577,pnps_SRR3967025,pnps_SRR3967700,pnps_SRR3965676,pnps_SRR3965874,pnps_SRR3967699,pnps_SRR3961604,pnps_SRR3960575,pnps_SRR3963449,pnps_SRR3962773,pnps_SRR3963804,pnps_SRR3963658,pnps_SRR3963498,pnps_SRR3968062,pnps_SRR3961047,pnps_SRR3965758,pnps_SRR3965873,pnps_SRR3967905,pnps_SRR3968061,pnps_SRR3965875,pnps_SRR3961906,pnps_SRR3962771,pnps_SRR3963599,pnps_SRR3960576,pnps_SRR3966130,pnps_SRR3967558,pnps_SRR3962772,pnps_SRR3963805,pnps_SRR3963571,pnps_SRR3968063,pnps_SRR3960572,pnps_SRR3963458,pnps_SRR3968060,pnps_SRR3962777,pnps_SRR3962293,pnps_SRR3967319,pnps_SRR3963457,pnps_SRR3967690,pnps_SRR3962508,pnps_SRR3965809,pnps_SRR3960684,pnps_SRR3961936,pnps_SRR3965647,pnps_SRR3963622,pnps_SRR3965586,pnps_SRR3968770
2688,k127_7938255,deep,805684,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0813940804374749,,,,,
2689,k127_7938255,deep,805685,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8427065697329232,,,,,
2690,k127_7938255,deep,805686,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2229849451969304,,,,,
2692,k127_7938255,deep,805688,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19425755860364585,,,,,
2693,k127_7938255,deep,805689,non-integron,N,Cell motility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2332549357947131,,,,,
2694,k127_7938255,deep,805690,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2508401321285409,,,,,
2695,k127_7938255,deep,805691,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18946371602266046,,,,,
2696,k127_7938255,deep,805692,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2541499057114687,,,,,
2697,k127_7938255,deep,805693,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2376982617462161,,,,,
2698,k127_7938255,deep,805694,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1773958545009363,,,,,
2699,k127_7938255,deep,805695,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6830457817098019,,,,,
2769,k127_5153341,deep,844355,non-integron,T,Signal transduction mechanisms,,,,,,0.13688292631799553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,k127_4600938,deep,849760,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,0.5456377368642661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,k127_4600938,deep,849761,integron,X,"Mobilome: prophages, transposons",,,,,,0.1823125567006212,,,0.7740689655172439,,,,0.3847132043734244,,,,,,,,,,,,,0.153608091376047,,,,,,,,,,0.15529642891672465,,,,,,0.15711111033343045,,,0.08968231675143701,,,,,0.13272907777550794,,,,,,,,
2780,k127_4600938,deep,849762,integron,K,Transcription,,,,,,0.28042304555473274,,,,,,,,,,,,,,,,,,,,0.13766637877208798,,,,,,,,,,0.0,,,,,,0.1316274213795568,0.00913446512413065,,0.12601513821269675,,,,,,,,,,,,,
2781,k127_4600938,deep,849763,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1853355393941165,,,,,,,,,,,,,,,,
2788,k127_1258396,deep,860266,non-integron,I,Lipid transport and metabolism,,0.10662025631476386,,,,0.08172307236638357,0.05415164713839927,,,,,,,,,0.12574672439743995,0.08169692760582435,,,,,0.0394986567203328,,,,,,0.08532753434987163,,,,0.05335178906854501,,0.05708914192262466,,,,,,,,,,0.20277964835790194,,,0.08712326861595138,,,,,,,0.12721148905539964,,,,
2789,k127_1258396,deep,860267,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3344980633453996,,,,,,,,,,,,,,
2790,k127_1258396,deep,860268,integron,,,,0.2152708802366132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9372135731510582,,,,,,,,,,,,,,
2807,k127_1828797,deep,872736,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15292614469439936,,,,,,,,,,,,,
2813,k127_8503117,deep,876007,integron,,,,0.12949713020711393,,,,,0.28717466396234176,,,,,,,,,0.11641491882441735,0.1922702674551314,,,,,,,,,,,0.1895540278615055,,,,0.3108541535484269,,,,,,,,,,,,0.15904360097827008,,,0.21296927948498784,,,,,,,0.19589805875342656,,,,
2823,k127_10188630,deep,888129,non-integron,X,"Mobilome: prophages, transposons",0.11644630904630622,0.24208577705183626,,,0.15461887812696454,0.2644589641937596,,0.16763342765608905,0.08812373657256126,,,,0.16831016139704313,0.09361595347866013,0.09772804187098877,,,0.07936780035625059,,0.09812245746741496,,,,,0.22052359977328004,0.11146918517903184,,,,1.1672608509040143,,0.09678339070839062,,,,0.1651209702190466,0.08718080315620634,0.10599274277839214,,,0.033452760523190316,0.14885754492897488,0.0992907566563686,,0.1052010758661744,,,0.08381638551083384,0.057127853133880614,0.10000503220957344,,,0.07213984927701535,,,,0.10857249230092272,0.1415209124374006
2826,k127_10188630,deep,888132,integron,V,Defense mechanisms,,,,,0.12520027193735286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,k127_3497811,deep,895781,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19051786148747188,,,,,,,,,,,,,,,,,,,,,
2874,k127_715364,deep,906086,non-integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2075514757141612,,,,,
2875,k127_715364,deep,906087,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5401874894493225,,,,,
2881,k127_3500375,deep,907881,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9398547273999034,,,,,,,,,,,,,,,,,,,,,,
2882,k127_3500375,deep,907882,integron,F!!!H,Nucleotide transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24651614698376,,,,,,,,,,,,,,,,,,,,,,
2883,k127_3500375,deep,907883,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.302106828099628,,,,,,,,,,,,,,,,,,,,,,
2889,k127_1269054,deep,908941,non-integron,C!!!C,Energy production and conversion!!!Energy production and conversion,,0.12189346224611525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04302172117840368,,,,,,,,,,,,,,
2946,k127_5170598,deep,923215,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3840992963405085,,,,,,,,0.5199628634639667,,,,,,,,,,,,0.3710657804114178,,,,,,,,,
2947,k127_5170598,deep,923216,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32159130800520397,,,,,,,,0.4545329512435362,,,,,,,,,,,0.2304224700918912,0.6343720738053554,,,,,,,,,
2948,k127_5170598,deep,923217,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08722486636590229,,,,,,,,0.17030223133085687,,,,,,,,,,,,0.0929993938134096,,,,,,,,,
2949,k127_5170598,deep,923218,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.8662440411460361,,,,,,,,,0.5807598324860129,,,,,,,,0.4291128449099783,,,,,,,,,,,0.17248194266704828,0.7285959241255631,,,,,,,,,
2950,k127_5170598,deep,923219,non-integron,E!!!M!!!O,"Amino acid transport and metabolism!!!Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,1.5212331357962083,,,,,,,,,0.7166583528994124,,,,,,,,0.37812556696691735,,,,,,,,,,,0.6676465831874855,1.0902983991148787,,,,,,,,,
2953,k127_5170598,deep,923222,non-integron,R!!!P,General function prediction only!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5279214900374467,,,,,,,,1.1970243473595201,,,,,,,,,,,,1.0309887010639152,,,,,,,,,
2954,k127_5170598,deep,923223,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4150593690670122,,,,,,,,0.6980787129846707,,,,,,,,,,,,1.3573200647242063,,,,,,,,,
2955,k127_5170598,deep,923224,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5615014755808873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,k127_5170598,deep,923225,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7061434246304261,,,,,,,,2.9079898182739865,,,,,,,,,,,,4.5788377715424415,,,,,,,,,
2958,k127_5170598,deep,923227,integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3704432709875747,,,,,,,,0.4621938738050169,,,,,,,,,,,,0.5711866677254515,,,,,,,,,
2959,k127_5170598,deep,923228,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7225971447436647,,,,,,,,,,,,,,,,,,,0.5413969112225312,7.469135886602175,,,,,,,,,
2964,k127_5170598,deep,923233,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9410796781843521,,,,,,,,,,,,0.4979768414732516,,,,,,,,,
2979,k127_2393095,deep,942366,integron,,,0.525762980578674,,,,,,,,,0.20660618870473416,,0.11367354101110512,,,,,,,,0.16047963779720106,0.2344649119451864,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8154035352434968,,0.15284002540355693,,,,,,,,
2986,k127_11862579,deep,944350,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,0.12417805953924,0.06730247370339926,,,,,,,0.0840434851863646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,k127_11862579,deep,944360,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,0.006773921325949591,,,,,,,,0.009582256693357813,,,,,,,,,,,,,,,,,,,,,,,0.0212346035670889,,,,,,,,,,,,,,,,,,,,,0.006542066870868872,
2997,k127_11862579,deep,944361,integron,,,,,,,0.003346428051796873,0.02833049517205598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343485985713712,,,,,,,,,,,,,,,,,,,,,0.028449485779619064,
2999,k127_11862579,deep,944363,integron,R,General function prediction only,,,,,0.04264870585725395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05116040847172936,,,,,,,,,,,,,,,,,,,,,0.032697376940206975,
3017,k127_10205572,deep,965926,non-integron,E,Amino acid transport and metabolism,,0.02257675737715725,,,0.02884873363690932,0.01235685646344553,,0.0032105982141824078,0.012772157068282313,,,,0.011448923831827856,,0.008222803433244377,,,0.010000221206430465,,0.0016174022309960788,,,,,,0.016050436579482134,,,,,,,,,,0.01648898703842148,0.003521912070736796,0.004923216841502693,,,,0.026406403750582067,0.0018154455042309,,0.015709719446842168,,,0.005976993269884739,,0.020779717772362816,,,0.0036630336262997313,,,,0.026329750086223885,0.042515248002434065
3018,k127_10205572,deep,965927,non-integron,R,General function prediction only,,,,,,0.016566929133858342,,,0.023905062178883288,,,,,,,,,,,,,,,,,0.06890878701304347,,,,,,,,,,,,0.1554845949152006,,,,0.07747031135262107,,,,,,,,,,,,,,,0.09526518773620256,
3026,k127_7972382,deep,973591,integron,,,,,,,0.7572573375933619,,,,,,,,,,,,,,,,,,,,,2.8798298594334573,,,,,,,,,,,,,,,,8.799304371521357,,,,,,,,,,,4.610378121130603,,,,,
3030,k127_7972382,deep,973595,integron,L,"Replication, recombination and repair",0.5769312169312178,0.4212230398376054,,,,,,,,,,,,,,,,,,,,,,,,0.19929903411254796,,,,,,,,,,,,0.3507398611618566,,,,0.16208446241032132,,,0.1026539682539684,,,0.22444897959183707,,,,,,,,,,
3031,k127_3514113,deep,974725,non-integron,T,Signal transduction mechanisms,0.22279415028531765,0.5632681627995413,,,0.4237039904910795,,,,,,,,,,,0.048194426678848594,,,,,,,,,,0.396610392899533,,,,,,,,,,,,,,,,0.4802571458270812,,,,,,,,,,,,,,,0.4815005816952108,0.6709090047458229
3051,k127_9642474,deep,979547,integron,,,,,,,,1.2246014764929627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9778711185648192,,,,,,,,,,,,,,,,,,,,,,
3053,k127_9642474,deep,979549,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1842525152272221,,,,,,,,,,,,,,,,,,,,,,
3099,k127_1852965,deep,986138,non-integron,G,Carbohydrate transport and metabolism,1.2139690309690354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5389161011998401,,,,,,,,,,,0.6670019307249317,,,,,,,,,,,,,,,,
3102,k127_1852965,deep,986141,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,0.9881035630159528,,,,1.313988951522733,1.4615308118163588,,,,,,,,,,,1.5844075614366635,,,,,,,,,,,,,,,,
3103,k127_1852965,deep,986142,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4487321481029977,0.6638563978795363,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,k127_1852965,deep,986149,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,0.8776435667014194,,,,,0.6443114964116621,,,,,,,,,,,0.3322402477631909,,,,,,,,,,,,,,,,
3111,k127_1852965,deep,986150,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3047805570826466,,,,,,,,,,,,,,,,
3112,k127_1852965,deep,986151,non-integron,G!!!M,Carbohydrate transport and metabolism!!!Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,0.7013954718506039,,,,,,,,,,,,,,,,0.5347772045788203,,,,,,,,,,,,,,,,
3118,k127_12991120,deep,989366,non-integron,,,,,,,,0.08607784431137741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,k127_1853570,deep,989611,non-integron,,,,,,,,,,,,,,,,,,1.9287208132691511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,k127_1853570,deep,989612,non-integron,,,,,,,,,,,,,,,,,,7.434944237918179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,k127_1853570,deep,989615,non-integron,,,,,,,,,,,,,,,,,,0.8500797448165884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,k127_4079020,deep,998225,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0040767782232582536,,,,,,,,,,,,,,,,0.01101378600570195,,,,,,,,,,,,,,,,
3169,k127_4079020,deep,998226,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,0.8052650072881862,,,,,,,,,,,,,,,,0.30559915607986304,,,,,,,,,,,,,,,,
3170,k127_4079020,deep,998227,integron,X!!!S,"Mobilome: prophages, transposons!!!Function unknown",,,,,,,,,,,,,,,,,,,,,,,,,,0.1393865579015002,,,,,,,,,,,,,,,,0.034532071315975015,,,,,,,,,,,,,,,,
3214,k127_2966190,deep,1011332,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4219574816510585,,,,,,,,,,,,,,,,,,,,,
3224,k127_4082018,deep,1013672,integron,E,Amino acid transport and metabolism,,0.09132030282639568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,k127_1293248,deep,1027739,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,0.3609760601732851,,,,0.2512260901682965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,k127_1293248,deep,1027740,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,1.262899974997266,,,,1.2801221656931112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,k127_4085102,deep,1028035,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,0.09646547693878496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,k127_4085102,deep,1028036,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,0.08159094968798661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,k127_5756745,deep,1029626,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,0.3598153990673363,,,,0.14651390463289646,,,,,,,,0.1543520457171696,,,,,,,,,,,,,,,,0.12552171525488387,,,,,,,,,,,,,,,,
3281,k127_4085529,deep,1030163,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3961354049868857,,,,,,,,,,,,,,,,
3284,k127_4085529,deep,1030166,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1761256600468315,,,,,,,,,,,,,,,,
3285,k127_4085529,deep,1030167,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,0.6379187633780847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8081138464837149,,,1.03991959353304,,,,,,,,,,,,,
3287,k127_4085529,deep,1030169,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.011663480678500688,,,,0.02827955377626028,,,0.08088966423523382,,,,,,,,,,,0.14129950668803126,,,,,,0.07821622914068829,,,,,,,,,,,,,,,,0.16805812309541782,0.04261441842397202,,0.019644266262044255,,,,,,,,,,,,,
3294,k127_742834,deep,1033110,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4242133305655054,,,,,,,,,,,,,,,,,,,,,,
3301,k127_11882688,deep,1036432,non-integron,E,Amino acid transport and metabolism,,0.10702678810229437,,,,,,,,,,,,,,,0.02468651199884403,,,,,,,,,,,,,,,0.043266780772825884,,,,,,,,,,,,0.09997002559440496,,,,,,,,,,,,,,
3304,k127_4638070,deep,1037686,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5090187590187605,,,,,,,,,,,,,,,,,,,,,,
3334,k127_8545343,deep,1073093,non-integron,R,General function prediction only,,,,,0.0715996101180321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,k127_8545343,deep,1073094,integron,P,Inorganic ion transport and metabolism,,,,,0.4028247182679357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,k127_5775012,deep,1110586,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,0.04442176763034958,,,,,,,,,,,,,,,,,0.1168853739031505,,,,,,,,,,,,,,,,,,,,,0.09137707894535926,1.0047279097349715,,,,,,,,,
3422,k127_5775012,deep,1110587,integron,H,Coenzyme transport and metabolism,0.3978772654668544,,,,,,,,,,,0.2762229099461656,0.1593576830023925,,0.3346021276230585,,,,,0.3128863532666679,,0.3407618881056534,,,,,,0.19375564730004505,0.3756314294252409,,,,0.2479989255837816,,,0.2989023549315343,0.35429389722603405,,,,,,,0.09283166572147976,,,0.3789495844310942,0.3646940471962965,0.3845532912141534,0.3975744562812841,,,,,,0.2450010449620325,,
3444,k127_2990859,deep,1124230,non-integron,,,,,,,,0.3669619112665396,,,,0.15037031201055345,,0.13466971815574427,0.1717503890987532,,,,0.16836548478844868,,,0.0949063514368935,0.14895059350752735,0.10929611713245273,,,,0.12321733628754995,0.08848282859706964,,,,,,,,,,,,,,,,,,,,,0.0822141782023323,,0.17413505861316578,,,,,,,,
3446,k127_2990859,deep,1124232,integron,H,Coenzyme transport and metabolism,0.17281025095539868,,,,,0.16481077000001346,,,,,,0.08014235310290033,,,,,,,,0.2414265986420647,,0.31151292175161444,,,,0.4194723618090442,0.13511996100379306,,,,,,,,,,,,,,,,,,,,,,,0.4121256126150826,,,,,,,,
3461,k127_7449346,deep,1154364,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,0.018758251551364968,0.040005850324293483,,,,,,,0.03606375984203106,,,,,,,,,,,,,,,,,,,,,,,0.029927702651356167,,,,,,,,,,,,,,,,,,,,,0.03523779746808911,
3475,k127_13030309,deep,1165675,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26870180592182186,,,,,,,,,,,,,,,,0.2528639861254047,,,0.12349710222912492,,,,,,,,,,,,,
3484,k127_4120525,deep,1185743,non-integron,K,Transcription,1.1199771031147443,,,,,3.2530051438756207,,,2.7165282313210763,,,,2.3382601398718754,2.472961483946559,,,,,,2.7878585543460885,,,,,,2.3120006448894084,,,,,,,,,,,,1.8735659510750449,,,,1.5210188068624173,3.1476275631811714,,3.556519037778397,,,0.8794584018169059,3.828220172560246,,,,,,,,,
3512,k127_4125570,deep,1206108,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,0.003853548828457678,0.030602827204553026,,,,,,,0.014801292827661856,,,,,,,,,,,,,,,,,,,,,,,0.01785740041733086,,,,,,,,,,,,,,,,,,,,,0.010613199588903152,
3513,k127_4125570,deep,1206109,non-integron,G,Carbohydrate transport and metabolism,,,,,0.13411110501605888,0.14706505248822102,,,,,,,0.1122359515287818,,,,,,,,,,,,,,,,,,,,,,,0.16760965366321656,,,,,,,,,,,,,,,,,,,,,0.12606128312613835,
3514,k127_4125570,deep,1206110,non-integron,P,Inorganic ion transport and metabolism,,,,,,0.8134727432356958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15172905525846753,,,,,,,,,,,,,,,,,,,,,,
3515,k127_4125570,deep,1206111,non-integron,P,Inorganic ion transport and metabolism,,,,,,0.08220385617259741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,k127_4125570,deep,1206112,non-integron,R,General function prediction only,,,,,0.04917674065853902,0.07914126016260142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,k127_4125570,deep,1206113,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,0.007755004996637975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,k127_4125570,deep,1206114,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,0.008788016684830589,0.013323864955775666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01457507429685051,,,,,,,,,,,,,,,,,,,,,0.002691170973845221,
3519,k127_4125570,deep,1206115,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,0.19829841937908835,0.19123686768168194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17488122566201558,,,,,,,,,,,,,,,,,,,,,0.10848251272683326,
3521,k127_4125570,deep,1206117,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035562494578888397,
3524,k127_4125570,deep,1206120,non-integron,K,Transcription,,,,,0.007532486800630644,0.01854923667558628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009569097349866992,,,,,,,,,,,,,,,,,,,,,0.02643693970083769,
3560,k127_13041380,deep,1213981,non-integron,,,,,,,,0.3005545881480409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,k127_6904389,deep,1235991,non-integron,,,,,,,0.2357621970115206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22797733670947984,,,,,,,,,,,,,,,,0.2111762508605178
3630,k127_6904389,deep,1235992,integron,L,"Replication, recombination and repair",0.041278086662586234,,,,0.08801543200990489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15522787899445434,,,,,,,,,,,,,,,,0.13280705624902905
3631,k127_6904389,deep,1235993,integron,K!!!T,Transcription!!!Signal transduction mechanisms,,,,,0.7709643217315235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9040579440075518,,,,,,,,,,,,,,,1.4903073728576184,0.5639169013141878
3632,k127_6904389,deep,1235994,integron,K,Transcription,0.028744991536201882,,,,0.07599088237109455,,,,,,,,,,,,,,,,,,,,,0.03296543356312344,,,,,,,,,,,,,,,,0.07655198340891381,,,,,,,,,,,,,,,,0.04477011518935392
3634,k127_6348404,deep,1237189,integron,J,"Translation, ribosomal structure and biogenesis",,0.8811594202898579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3635,k127_6348404,deep,1237190,integron,P,Inorganic ion transport and metabolism,,0.6266785206258767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,k127_6348404,deep,1237192,non-integron,V,Defense mechanisms,,1.6199186995056525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,k127_6348404,deep,1237193,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,0.6329143927711403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,k127_6348404,deep,1237194,non-integron,,,,2.301082031438741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,k127_5805345,deep,1252240,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,0.06928344635000948,,,,,,,,,,,,,,,,,,,,,,0.5199404119046659,,,,,0.11589866144326205,,,,,,,,,,,,,,,0.4737412043536499,,,,
3785,k127_9165315,deep,1313912,integron,,,,0.7411902516559744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
