bin,depth,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,Percent Transposases,Percent Integrases,Highest Relative Abundance,complete genome size (Mbp),tara_station,size_fraction,biofilm_count,percent_biofilm
ARS-7,MES,97.75,2.72,75,45.88,63,"279,604","94,554","59,311",3.74,90.88,NCBI Assembly,NYYX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,mediterranea,Hug et al. phylogenetic marker set,ARS,3487,9,2,0.002581015,0.000573559,tara038_prot_meso,3.826086957,tara038,prot,8,0.002294236
ARS-70,MES,91.09,0.5,0,58.27,110,"209,878","44,013","27,988",3.08,85.25,NCBI Assembly,NYYW00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,null,null,null,Hug et al. phylogenetic marker set,ARS,3002,1,3,0.000333111,0.000999334,tara037_girus_meso,3.38127127,tara037,girus,4,0.001332445
ARS-71,DCM,93.47,1.37,0,47.54,77,"151,320","49,784","30,855",2.38,91.56,NCBI Assembly,NYYV00000000,TARA_SOC_MAG_00001,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,null,Micavibrio,null,Hug et al. phylogenetic marker set,ARS,2288,3,4,0.001311189,0.001748252,tara039_bact_dcm,2.546271531,tara039,bact,8,0.003496503
ARS-73,MES,72.43,0.93,0,42.3,66,"78,823","16,541","14,441",0.95,91.57,NCBI Assembly,NYYS00000000,n.a.,n.a.,Archaea,Woesearchaeota,null,null,null,null,null,Hug et al. phylogenetic marker set,ARS,1021,2,6,0.001958864,0.005876592,tara039_bact_meso,1.311611211,tara039,bact,0,0
ARS-74,MES,74.3,0,0,33.09,78,"46,088","19,109","16,142",1.26,89.36,NCBI Assembly,NYYQ00000000,n.a.,n.a.,Archaea,Woesearchaeota,null,null,null,null,null,Hug et al. phylogenetic marker set,ARS,1290,5,7,0.003875969,0.005426357,tara039_bact_meso,1.695827725,tara039,bact,0,0
ARS-75,DCM,97.41,7.37,13.64,53.3,140,"164,079","48,290","30,478",4.27,93.67,NCBI Assembly,NYYT00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Pedosphaera,OPB35soil,null,Hug et al. phylogenetic marker set,ARS,3357,0,1,0,0.000297885,tara039_bact_dcm,4.383533518,tara039,bact,2,0.00059577
ARS-76,SRF,89.19,1.35,100,45.22,46,"172,847","73,288","46,978",2.16,95.08,NCBI Assembly,NYYP00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,ARS,1919,0,2,0,0.001042209,tara036_bact_surface,2.421796165,tara036,bact,0,0
ARS-77,SRF,70.87,1.31,0,62.9,97,"63,977","15,612","14,397",1.4,92.99,NCBI Assembly,NYYO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null,Hug et al. phylogenetic marker set,ARS,1329,0,2,0,0.001504891,tara038_prot_surface,1.975448003,tara038,prot,1,0.000752445
ARS-81,MES,86.82,4.95,33.33,61.23,197,"113,252","23,120","17,790",3.5,93.28,NCBI Assembly,NYYJ00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null,Hug et al. phylogenetic marker set,ARS,2827,5,6,0.001768659,0.002122391,tara038_prot_meso,4.031329187,tara038,prot,2,0.000707464
ARS-84,SRF,73.14,0.22,100,58.25,81,"84,347","32,241","22,081",1.79,92.54,NCBI Assembly,NYYG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null,Hug et al. phylogenetic marker set,ARS,1699,0,2,0,0.001177163,tara038_prot_surface,2.447361225,tara038,prot,2,0.001177163
ARS-86,DCM,92.47,0,0,29.88,76,"125,697","41,932","27,630",2.1,95.95,NCBI Assembly,NYYE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null,Hug et al. phylogenetic marker set,ARS,1843,0,3,0,0.001627781,tara036_bact_dcm,2.271006813,tara036,bact,1,0.000542594
ARS-90,MES,88.17,4.3,0,65.58,150,"107,427","31,493","22,506",3.38,91.83,NCBI Assembly,NYXZ00000000,n.a.,n.a.,Bacteria,Planctomycetes,OM190,null,null,null,null,Hug et al. phylogenetic marker set,ARS,2664,2,5,0.000750751,0.001876877,tara038_prot_meso,3.833503459,tara038,prot,1,0.000375375
ARS-93,MES,98.94,1.91,0,40.01,27,"609,350","298,914","128,922",3.48,93.75,NCBI Assembly,NYXW00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,null,null,Hug et al. phylogenetic marker set,ARS,3335,0,8,0,0.002398801,tara039_girus_meso,3.517283202,tara039,girus,5,0.00149925
ARS-95,MES,80.22,4.4,40,39.11,37,"164,295","56,969","44,688",1.65,95.47,NCBI Assembly,NYXP00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,ARS,1496,2,3,0.001336898,0.002005348,tara039_girus_meso,2.05684368,tara039,girus,2,0.001336898
CPC-1,MES,86.8,2.75,84.62,46.16,245,"314,690","51,250","29,744",7.29,77.27,NCBI Assembly,NYXK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,null,null,null,Hug et al. phylogenetic marker set,CPC,8260,1,12,0.000121065,0.001452785,tara102_prot_meso,8.398617512,tara102,prot,2,0.000242131
CPC-11,SRF,94.98,2.42,66.67,64.82,104,"135,167","47,167","34,789",3.62,90.74,NCBI Assembly,NYXH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null,Hug et al. phylogenetic marker set,CPC,3315,18,17,0.005429864,0.005128205,tara109_virus_surface,3.811328701,tara109,virus,7,0.002111614
CPC-12,SRF,98.44,3.01,18.18,59.89,57,"436,016","232,226","78,280",4.46,91.78,NCBI Assembly,NYXG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,salexigens,Hug et al. phylogenetic marker set,CPC,4083,23,27,0.005633113,0.006612785,tara109_virus_surface,4.530678586,tara109,virus,10,0.00244918
CPC-1232,SRF,83.64,6.69,15.15,34.63,131,"86,221","15,642","13,466",1.76,93.11,NCBI Assembly,NYXF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,null,Hug et al. phylogenetic marker set,CPC,1710,0,6,0,0.003508772,tara093_bact_surface,2.104256337,tara093,bact,0,0
CPC-13,DCM,98.99,1.12,0,46.41,112,"440,011","136,522","44,919",5.03,90.94,NCBI Assembly,NYXE00000000,TARA_PSE_MAG_00027,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,null,Hug et al. phylogenetic marker set,CPC,4721,19,2,0.004024571,0.000423639,tara093_bact_dcm,5.081321346,tara093,bact,13,0.002753654
CPC-1326,DCM,77.95,3.71,100,44.1,142,"61,687","12,609","11,697",1.66,95.58,NCBI Assembly,NYXD00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,null,null,Alternative phylogenetic marker set,CPC,1495,0,9,0,0.006020067,tara093_bact_dcm,2.129570237,tara093,bact,1,0.000668896
CPC-1399,DCM,75.91,4.7,11.76,44.32,77,"145,927","38,203","24,611",1.9,91.91,NCBI Assembly,NYWV00000000,TARA_ASE_MAG_00007,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,null,Hug et al. phylogenetic marker set,CPC,1826,0,3,0,0.001642935,tara093_prot_dcm,2.502964036,tara093,prot,0,0
CPC-14,SRF,98.9,0.09,50,47.52,46,"291,690","139,887","60,112",2.77,93.87,NCBI Assembly,NYWU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,null,null,Hug et al. phylogenetic marker set,CPC,2555,7,32,0.002739726,0.012524462,tara109_virus_surface,2.800808898,tara109,virus,5,0.001956947
CPC-16,SRF,71.9,0,0,27.4,161,"91,280","21,260","16,644",2.68,93.3,NCBI Assembly,NYWO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,null,CheckM,CPC,2582,4,1,0.001549187,0.000387297,tara093_bact_surface,3.727399166,tara093,bact,7,0.002711077
CPC-17,DCM,97.44,0.54,25,44.33,53,"339,326","121,050","93,352",4.95,87.99,NCBI Assembly,NYWN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,null,null,Hug et al. phylogenetic marker set,CPC,4248,7,10,0.001647834,0.002354049,tara093_prot_dcm,5.080049261,tara093,prot,9,0.002118644
CPC-19,DCM,99.04,0.61,0,65.66,103,"351,230","110,406","63,677",6.56,90.2,NCBI Assembly,NYWL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,null,null,Hug et al. phylogenetic marker set,CPC,6115,23,9,0.003761243,0.001471791,tara093_prot_dcm,6.62358643,tara093,prot,9,0.001471791
CPC-2,MES,98.7,0.73,0,52.19,131,"281,281","126,384","38,036",4.98,88.37,NCBI Assembly,NYWK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,null,null,Hug et al. phylogenetic marker set,CPC,4358,9,11,0.002065168,0.002524094,tara102_prot_meso,5.045592705,tara102,prot,10,0.002294631
CPC-20,SRF,82.65,4.98,0,54.22,183,"81,013","16,189","13,698",2.51,91.21,NCBI Assembly,NYWJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,CPC,2354,0,2,0,0.000849618,tara093_prot_surface,3.036902601,tara093,prot,1,0.000424809
CPC-21,SRF,100,1,0,67.95,87,"406,562","141,498","74,715",6.5,90.04,NCBI Assembly,NYWI00000000,TARA_PSE_MAG_00016,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,null,Hug et al. phylogenetic marker set,CPC,5799,10,14,0.001724435,0.002414209,tara093_prot_surface,6.5,tara093,prot,10,0.001724435
CPC-23,DCM,88.68,1.73,0,41.4,294,"98,488","20,512","15,427",4.54,94.13,NCBI Assembly,NYWG00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,null,null,Hug et al. phylogenetic marker set,CPC,3924,0,2,0,0.000509684,tara102_prot_dcm,5.119530898,tara102,prot,0,0
CPC-24,MES,79.49,1.12,0,47.85,291,"86,051","16,145","13,908",4.05,85.58,NCBI Assembly,NYWF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,null,Hug et al. phylogenetic marker set,CPC,3347,18,10,0.00537795,0.00298775,tara102_prot_meso,5.094980501,tara102,prot,7,0.002091425
CPC-25,MES,96.22,1.14,0,62.43,99,"174,516","57,058","34,726",3.44,90.61,NCBI Assembly,NYWE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,null,Hug et al. phylogenetic marker set,CPC,3251,3,4,0.000922793,0.001230391,tara102_prot_meso,3.575140303,tara102,prot,5,0.001537988
CPC-27,DCM,87.1,4.32,25,50.7,128,"107,615","40,584","27,316",3.5,87.39,NCBI Assembly,NYWC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,CPC,3338,2,11,0.000599161,0.003295386,tara093_prot_dcm,4.01836969,tara093,prot,3,0.000898742
CPC-28,SRF,95.97,2.14,88.89,61.32,78,"215,419","94,912","52,909",4.13,90.54,NCBI Assembly,NYWB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,null,null,null,CheckM,CPC,3796,12,5,0.003161222,0.001317176,tara109_virus_surface,4.303428155,tara109,virus,14,0.003688093
CPC-288,DCM,91.18,9.81,37.5,32.88,97,"78,971","26,465","20,412",1.98,94.01,NCBI Assembly,NYWA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,null,Hug et al. phylogenetic marker set,CPC,1756,0,6,0,0.003416856,tara093_bact_dcm,2.171528844,tara093,bact,0,0
CPC-289,SRF,90.06,5.95,0,29.74,31,"206,254","61,239","34,624",1.07,96.57,NCBI Assembly,NYVZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,null,null,Alternative phylogenetic marker set,CPC,1164,0,2,0,0.001718213,tara093_bact_surface,1.188096824,tara093,bact,0,0
CPC-29,SRF,75.6,1.02,80,38.11,111,"51,581","15,570","12,222",1.36,94.43,NCBI Assembly,NYVY00000000,n.a.,n.a.,Bacteria,Proteobacteria,novelClass_A,null,null,null,null,Hug et al. phylogenetic marker set,CPC,1288,0,2,0,0.001552795,tara102_prot_surface,1.798941799,tara102,prot,7,0.005434783
CPC-294,MES,81.03,6.9,54.17,36.27,98,"128,892","54,344","39,532",3.87,89.07,NCBI Assembly,NYVU00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,null,null,CheckM,CPC,3306,9,15,0.002722323,0.004537205,tara109_prot_meso,4.776008886,tara109,prot,4,0.001209921
CPC-296,SRF,79.78,3.93,0,33.56,42,"37,085","19,612","15,101",0.63,93.79,figshare,not applicable,TARA_PSW_MAG_00039,n.a.,Bacteria,null,null,null,null,null,null,Hug et al. phylogenetic marker set,CPC,565,0,2,0,0.003539823,tara109_prot_surface,0.789671597,tara109,prot,1,0.001769912
CPC-297,DCM,83.31,5.11,40,66.73,179,"81,169","19,938","16,655",2.98,91.18,NCBI Assembly,NYVS00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,null,null,null,Hug et al. phylogenetic marker set,CPC,2472,1,1,0.000404531,0.000404531,tara093_prot_dcm,3.57700156,tara093,prot,2,0.000809061
CPC-3,SRF,93.18,2.27,50,66.16,176,"147,829","28,072","20,959",3.69,92.22,NCBI Assembly,NYVR00000000,TARA_PSE_MAG_00082,n.a.,Bacteria,Planctomycetes,OM190,null,null,null,null,Hug et al. phylogenetic marker set,CPC,2938,0,9,0,0.003063308,tara102_prot_surface,3.96007727,tara102,prot,2,0.000680735
CPC-30,DCM,80.96,0,0,31.92,87,"78,523","32,074","22,236",1.93,95.04,NCBI Assembly,NYVQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,null,null,Hug et al. phylogenetic marker set,CPC,1904,0,2,0,0.00105042,tara102_prot_dcm,2.383893281,tara102,prot,1,0.00052521
CPC-300,SRF,78.86,2.04,66.67,38.5,188,"85,901","18,361","14,844",2.79,94.05,NCBI Assembly,NYVP00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null,Hug et al. phylogenetic marker set,CPC,2218,0,18,0,0.008115419,tara109_prot_surface,3.537915293,tara109,prot,1,0.000450857
CPC-305,DCM,82.11,5.39,9.09,29.67,102,"120,342","38,343","22,064",2.25,95.03,NCBI Assembly,NYVM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,novel_familyE1,null,null,Hug et al. phylogenetic marker set,CPC,2211,0,3,0,0.001356852,tara093_bact_dcm,2.740226525,tara093,bact,1,0.000452284
CPC-309,SRF,81.05,7.86,25,27.34,170,"103,700","23,647","17,099",2.91,93.4,NCBI Assembly,NYVJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,null,CheckM,CPC,2783,6,2,0.002155947,0.000718649,tara093_bact_surface,3.590376311,tara093,bact,6,0.002155947
CPC-31,MES,90.81,1.11,0,49.74,433,"76,635","20,642","16,306",7.06,87.52,NCBI Assembly,NYVH00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,null,Hug et al. phylogenetic marker set,CPC,5761,4,5,0.000694324,0.000867905,tara102_virus_meso,7.774474177,tara102,virus,3,0.000520743
CPC-310,DCM,74.77,3.15,75,47.66,79,"196,426","44,468","29,840",2.36,91.51,NCBI Assembly,NYXU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,null,Hug et al. phylogenetic marker set,CPC,2084,1,2,0.000479846,0.000959693,tara093_prot_dcm,3.156346128,tara093,prot,1,0.000479846
CPC-316,DCM,90.26,6.43,24.14,52.63,62,"520,053","189,681","53,777",3.33,91.67,NCBI Assembly,NYVG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,CPC,3106,2,4,0.000643915,0.00128783,tara093_prot_dcm,3.689341901,tara093,prot,4,0.00128783
CPC-319,DCM,80.48,6,0,29.63,136,"99,253","23,410","17,640",2.4,94.55,NCBI Assembly,NYVE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null,Hug et al. phylogenetic marker set,CPC,2221,0,11,0,0.004952724,tara093_bact_dcm,2.982107356,tara093,bact,1,0.000450248
CPC-32,MES,91.27,0.14,0,61.97,184,"63,043","23,953","18,590",3.42,89.54,NCBI Assembly,NYVD00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,null,Hug et al. phylogenetic marker set,CPC,3238,8,2,0.002470661,0.000617665,tara102_virus_meso,3.747123918,tara102,virus,1,0.000308833
CPC-320,DCM,88.23,5.08,87.5,52.73,141,"101,648","29,950","23,899",3.37,87.75,NCBI Assembly,NYVC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,null,Hug et al. phylogenetic marker set,CPC,3217,10,2,0.003108486,0.000621697,tara093_prot_dcm,3.819562507,tara093,prot,4,0.001243394
CPC-322,DCM,74.53,4.55,75,59.18,193,"53,440","17,285","14,130",2.73,92.97,NCBI Assembly,NYVB00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,null,null,CheckM,CPC,2363,0,7,0,0.002962336,tara093_prot_dcm,3.662954515,tara093,prot,0,0
CPC-323,SRF,79.89,2.37,91.67,37.13,57,"145,720","39,976","27,466",1.57,94.1,NCBI Assembly,NYVA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,null,Hug et al. phylogenetic marker set,CPC,1402,0,2,0,0.001426534,tara093_bact_surface,1.965202153,tara093,bact,1,0.000713267
CPC-324,DCM,90.44,10,42.86,48.76,115,"205,574","64,401","36,955",4.25,91.75,figshare,not applicable,TARA_PSE_MAG_00099,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_B,null,null,Hug et al. phylogenetic marker set,CPC,3449,0,7,0,0.002029574,tara093_prot_dcm,4.69924812,tara093,prot,0,0
CPC-327,MES,78,3.71,65,45.02,77,"154,133","60,473","41,907",3.23,90.2,NCBI Assembly,NYUX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,null,CheckM,CPC,2786,3,12,0.001076813,0.004307251,tara102_prot_meso,4.141025641,tara102,prot,9,0.003230438
CPC-33,SRF,82.19,1,100,46.76,153,"66,602","15,338","13,451",2.06,93.72,NCBI Assembly,NYUW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,null,CheckM,CPC,1959,4,3,0.002041858,0.001531394,tara109_virus_surface,2.506387638,tara109,virus,10,0.005104645
CPC-34,SRF,82.58,3.09,66.67,37.12,75,"228,256","71,341","41,717",3.13,92.05,NCBI Assembly,NYUV00000000,n.a.,n.a.,Bacteria,Bacteroidetes,null,null,null,null,null,CheckM,CPC,2823,7,9,0.002479632,0.003188098,tara102_virus_surface,3.790263986,tara102,virus,10,0.003542331
CPC-38,SRF,99.02,8.04,0,65.2,142,"244,501","72,199","35,451",5.03,88.82,NCBI Assembly,NYUR00000000,TARA_PSW_MAG_00032,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Stappia,null,Hug et al. phylogenetic marker set,CPC,4537,8,6,0.00176328,0.00132246,tara109_prot_surface,5.079781862,tara109,prot,4,0.00088164
CPC-39,DCM,76,1.81,9.09,61.05,266,"37,371","12,363","11,346",3.02,91.06,NCBI Assembly,NYUQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,null,Hug et al. phylogenetic marker set,CPC,2989,12,5,0.004014721,0.0016728,tara109_prot_dcm,3.973684211,tara109,prot,6,0.00200736
CPC-40,SRF,99.25,2.92,0,66.08,92,"436,827","162,717","57,290",5.27,89.39,NCBI Assembly,NYUO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,null,null,CheckM,CPC,4963,26,27,0.005238767,0.005440258,tara093_prot_surface,5.309823678,tara093,prot,8,0.001611928
CPC-41,SRF,98.92,1.61,100,36.1,62,"290,482","81,412","55,617",3.45,91.13,NCBI Assembly,NYVI00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_D,null,null,Hug et al. phylogenetic marker set,CPC,2993,9,7,0.003007016,0.002338791,tara109_virus_surface,3.487666801,tara109,virus,7,0.002338791
CPC-42,SRF,96.96,5.29,0,60.3,111,"291,831","105,895","40,699",4.52,91.47,NCBI Assembly,NYUN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,null,Hug et al. phylogenetic marker set,CPC,4020,10,25,0.002487562,0.006218905,tara109_virus_surface,4.661716172,tara109,virus,7,0.001741294
CPC-43,SRF,99,0,0,54.69,75,"457,719","101,525","62,431",4.68,89.28,NCBI Assembly,NYUM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassopira,null,Hug et al. phylogenetic marker set,CPC,4339,7,9,0.001613275,0.002074211,tara109_virus_surface,4.727272727,tara109,virus,14,0.00322655
CPC-45,MES,96.38,2.6,36.36,56.57,151,"118,546","36,027","23,838",3.6,90.43,NCBI Assembly,NYUK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,null,null,null,Hug et al. phylogenetic marker set,CPC,3391,11,16,0.003243881,0.004718372,tara102_virus_meso,3.735214775,tara102,virus,11,0.003243881
CPC-46,SRF,89.12,3.27,66.67,63.21,209,"76,086","16,653","14,202",2.97,91.08,NCBI Assembly,NYUJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,null,Hug et al. phylogenetic marker set,CPC,2851,1,4,0.000350754,0.001403016,tara109_virus_surface,3.332585278,tara109,virus,4,0.001403016
CPC-47,DCM,76.62,1.69,100,65.04,155,"53,597","16,027","13,634",2.11,92.33,NCBI Assembly,NYUI00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,null,Alternative phylogenetic marker set,CPC,2096,3,3,0.001431298,0.001431298,tara102_virus_dcm,2.75385017,tara102,virus,4,0.001908397
CPC-48,DCM,96.98,7.89,95.45,57.25,181,"164,569","33,401","23,876",4.32,91.63,NCBI Assembly,NYUH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,null,Hug et al. phylogenetic marker set,CPC,4021,22,41,0.005471276,0.010196469,tara109_virus_dcm,4.454526707,tara109,virus,14,0.003481721
CPC-49,MES,97.56,7.83,36.84,60.39,71,"227,191","105,807","47,679",3.39,91.03,NCBI Assembly,NYUG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,novel_genusE9,null,Hug et al. phylogenetic marker set,CPC,3302,9,18,0.002725621,0.005451242,tara102_prot_meso,3.474784748,tara102,prot,14,0.004239855
CPC-5,MES,100,2.25,100,37.55,34,"457,916","173,894","98,346",3.34,91.91,NCBI Assembly,NYUF00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Crenotrichaceae,Balneola,null,Hug et al. phylogenetic marker set,CPC,2971,8,8,0.002692696,0.002692696,tara102_virus_meso,3.34,tara102,virus,11,0.003702457
CPC-50,DCM,80.73,4.08,16.67,38.89,208,"95,485","18,249","14,999",3.12,94.59,NCBI Assembly,NYUE00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,null,null,Hug et al. phylogenetic marker set,CPC,2541,0,3,0,0.001180638,tara102_prot_dcm,3.8647343,tara102,prot,1,0.000393546
