bin,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,percent_trans,Highest Relative Abundance,complete genome size (Mbp),tara_station,biofilm_count,percent_biofilm,defense_count,percent_defense,prot,prot_normalized,bact,bact_over_prot
ARS-63,89.08,3.41,0,65.06,167,"101,137","29,334","21,400",3.57,93.19,NCBI Assembly,NYZE00000000,n.a.,n.a.,Bacteria,Planctomycetes,OM190,,,,,Hug et al. phylogenetic marker set,ARS,2982,6,6,0.2012072,tara038_prot_meso,4.007633588,tara038,1,0.0335345,52,1.7437961,0.891408541,0.024162934,0.106790484,0.024162934
ARS-65,80.68,0.57,0,66.53,446,"108,019","20,605","17,496",7.8,90.5,NCBI Assembly,NYZC00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,novelGenus_B,,Hug et al. phylogenetic marker set,ARS,5753,6,9,0.1042934,tara038_prot_meso,9.6678235,tara038,4,0.0695289,94,1.6339301,0.558070939,0.009531965,0.026374117,0.009531965
ARS-66,85.68,4.52,12.5,69.77,279,"72,406","21,544","17,496",4.88,92.1,NCBI Assembly,NYZB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,Hug et al. phylogenetic marker set,ARS,4502,8,7,0.1776988,tara038_prot_meso,5.695611578,tara038,4,0.0888494,111,2.4655709,0.520475239,0.006772962,0.017477722,0.006772962
ARS-67,89.56,2.4,0,63.44,270,"81,642","17,800","15,846",4.28,91.7,NCBI Assembly,NYZA00000000,n.a.,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,,Hug et al. phylogenetic marker set,ARS,3630,8,11,0.2203857,tara038_prot_meso,4.77891916,tara038,2,0.0550964,97,2.6721763,0.450638356,0.002390069,0.005340042,0.002390069
ARS-68,88.71,1.08,0,60.86,53,"282,561","109,679","53,251",2.82,93.05,NCBI Assembly,NYYZ00000000,n.a.,n.a.,Bacteria,Planctomycetes,OM190,,,,,Hug et al. phylogenetic marker set,ARS,2266,0,2,0,tara038_prot_meso,3.178897531,tara038,1,0.0441306,33,1.4563107,0.708777248,0.017681271,0.062134005,0.017681271
ARS-7,97.75,2.72,75,45.88,63,"279,604","94,554","59,311",3.74,90.88,NCBI Assembly,NYYX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,mediterranea,Hug et al. phylogenetic marker set,ARS,3487,9,2,0.2581015,tara038_prot_meso,3.826086957,tara038,8,0.2294236,76,2.1795239,2.686619907,0.037096761,0.494138071,0.037096761
ARS-70,91.09,0.5,0,58.27,110,"209,878","44,013","27,988",3.08,85.25,NCBI Assembly,NYYW00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_A,,,,Hug et al. phylogenetic marker set,ARS,3002,1,3,0.0333111,tara037_girus_meso,3.38127127,tara037,4,0.1332445,58,1.9320453,1.372857874,0.626788384,4.266312036,0.626788384
ARS-71,93.47,1.37,0,47.54,77,"151,320","49,784","30,855",2.38,91.56,NCBI Assembly,NYYV00000000,TARA_SOC_MAG_00001,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,Micavibrio,,Hug et al. phylogenetic marker set,ARS,2288,3,4,0.1311189,tara039_bact_dcm,2.546271531,tara039,8,0.3496503,48,2.0979021,0.053353872,3.641772107,0.963351562,3.641772107
ARS-73,72.43,0.93,0,42.3,66,"78,823","16,541","14,441",0.95,91.57,NCBI Assembly,NYYS00000000,n.a.,n.a.,Archaea,Woesearchaeota,,,,,,Hug et al. phylogenetic marker set,ARS,1021,2,6,0.1958864,tara039_bact_meso,1.311611211,tara039,0,0,16,1.5670911,0.031684697,2.645942655,0.415657943,2.645942655
ARS-74,74.3,0,0,33.09,78,"46,088","19,109","16,142",1.26,89.36,NCBI Assembly,NYYQ00000000,n.a.,n.a.,Archaea,Woesearchaeota,,,,,,Hug et al. phylogenetic marker set,ARS,1290,5,7,0.3875969,tara039_bact_meso,1.695827725,tara039,0,0,20,1.5503876,0.070070379,5.034108913,1.748892728,5.034108913
ARS-75,97.41,7.37,13.64,53.3,140,"164,079","48,290","30,478",4.27,93.67,NCBI Assembly,NYYT00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Pedosphaera,OPB35soil,,Hug et al. phylogenetic marker set,ARS,3357,0,1,0,tara039_bact_dcm,4.383533518,tara039,2,0.059577,64,1.9064641,0.409101057,2.650710435,5.376491796,2.650710435
ARS-76,89.19,1.35,100,45.22,46,"172,847","73,288","46,978",2.16,95.08,NCBI Assembly,NYYP00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Opitutae,novelOrder_B,,,,Hug et al. phylogenetic marker set,ARS,1919,0,2,0,tara036_bact_surface,2.421796165,tara036,0,0,27,1.4069828,0.015206416,24.77357384,1.867762398,24.77357384
ARS-77,70.87,1.31,0,62.9,97,"63,977","15,612","14,397",1.4,92.99,NCBI Assembly,NYYO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,,,Hug et al. phylogenetic marker set,ARS,1329,0,2,0,tara038_prot_surface,1.975448003,tara038,1,0.0752445,14,1.0534236,3.491864871,1.798466263,31.13621535,1.798466263
ARS-81,86.82,4.95,33.33,61.23,197,"113,252","23,120","17,790",3.5,93.28,NCBI Assembly,NYYJ00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,,,Hug et al. phylogenetic marker set,ARS,2827,5,6,0.1768659,tara038_prot_meso,4.031329187,tara038,2,0.0707464,52,1.8394057,2.064735222,0.47670003,4.879953052,0.47670003
ARS-84,73.14,0.22,100,58.25,81,"84,347","32,241","22,081",1.79,92.54,NCBI Assembly,NYYG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,,,Hug et al. phylogenetic marker set,ARS,1699,0,2,0,tara038_prot_surface,2.447361225,tara038,2,0.1177163,30,1.7657446,2.152085701,0.889155609,9.487317455,0.889155609
ARS-86,92.47,0,0,29.88,76,"125,697","41,932","27,630",2.1,95.95,NCBI Assembly,NYYE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,ARS,1843,0,3,0,tara036_bact_dcm,2.271006813,tara036,1,0.0542594,30,1.6277808,0.152166112,7.964326882,6.008597583,7.964326882
ARS-90,88.17,4.3,0,65.58,150,"107,427","31,493","22,506",3.38,91.83,NCBI Assembly,NYXZ00000000,n.a.,n.a.,Bacteria,Planctomycetes,OM190,,,,,Hug et al. phylogenetic marker set,ARS,2664,2,5,0.0750751,tara038_prot_meso,3.833503459,tara038,1,0.0375375,41,1.539039,0.926578527,0.068217681,0.313390106,0.068217681
ARS-93,98.94,1.91,0,40.01,27,"609,350","298,914","128,922",3.48,93.75,NCBI Assembly,NYXW00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,,,Hug et al. phylogenetic marker set,ARS,3335,0,8,0,tara039_girus_meso,3.517283202,tara039,5,0.149925,59,1.7691154,0.102373059,0.266195828,0.13511172,0.266195828
ARS-95,80.22,4.4,40,39.11,37,"164,295","56,969","44,688",1.65,95.47,NCBI Assembly,NYXP00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,ARS,1496,2,3,0.1336898,tara039_girus_meso,2.05684368,tara039,2,0.1336898,27,1.8048128,3.675125447,1.684833657,30.69978228,1.684833657
CPC-1,86.8,2.75,84.62,46.16,245,"314,690","51,250","29,744",7.29,77.27,NCBI Assembly,NYXK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324cluster,,,,Hug et al. phylogenetic marker set,CPC,8260,1,12,0.0121065,tara102_prot_meso,8.398617512,tara102,2,0.0242131,68,0.8232446,7.725469266,0.30847137,11.8153293,0.30847137
CPC-11,94.98,2.42,66.67,64.82,104,"135,167","47,167","34,789",3.62,90.74,NCBI Assembly,NYXH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,,Hug et al. phylogenetic marker set,CPC,3315,18,17,0.5429864,tara109_virus_surface,3.811328701,tara109,7,0.2111614,122,3.6802413,3.22142001,0.487433818,7.785188051,0.487433818
CPC-12,98.44,3.01,18.18,59.89,57,"436,016","232,226","78,280",4.46,91.78,NCBI Assembly,NYXG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,salexigens,Hug et al. phylogenetic marker set,CPC,4083,23,27,0.5633113,tara109_virus_surface,4.530678586,tara109,10,0.244918,121,2.9635072,0.222426811,0.278375691,0.306990221,0.278375691
CPC-1232,83.64,6.69,15.15,34.63,131,"86,221","15,642","13,466",1.76,93.11,NCBI Assembly,NYXF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,,Hug et al. phylogenetic marker set,CPC,1710,0,6,0,tara093_bact_surface,2.104256337,tara093,0,0,24,1.4035088,0.212355768,3.798154032,3.998920159,3.798154032
CPC-13,98.99,1.12,0,46.41,112,"440,011","136,522","44,919",5.03,90.94,NCBI Assembly,NYXE00000000,TARA_PSE_MAG_00027,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,Hug et al. phylogenetic marker set,CPC,4721,19,2,0.4024571,tara093_bact_dcm,5.081321346,tara093,13,0.2753654,162,3.4314764,0.246680642,3.334621887,4.078380715,3.334621887
CPC-1326,77.95,3.71,100,44.1,142,"61,687","12,609","11,697",1.66,95.58,NCBI Assembly,NYXD00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,,,Alternative phylogenetic marker set,CPC,1495,0,9,0,tara093_bact_dcm,2.129570237,tara093,1,0.0668896,28,1.8729097,0.180292295,2.046184387,1.829060335,2.046184387
CPC-1399,75.91,4.7,11.76,44.32,77,"145,927","38,203","24,611",1.9,91.91,NCBI Assembly,NYWV00000000,TARA_ASE_MAG_00007,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,,Hug et al. phylogenetic marker set,CPC,1826,0,3,0,tara093_prot_dcm,2.502964036,tara093,0,0,34,1.8619934,0.278957304,3.386026743,4.683108493,3.386026743
CPC-14,98.9,0.09,50,47.52,46,"291,690","139,887","60,112",2.77,93.87,NCBI Assembly,NYWU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,,,Hug et al. phylogenetic marker set,CPC,2555,7,32,0.2739726,tara109_virus_surface,2.800808898,tara109,5,0.1956947,72,2.8180039,0.54259505,0.678058843,1.8241028,0.678058843
CPC-16,71.9,0,0,27.4,161,"91,280","21,260","16,644",2.68,93.3,NCBI Assembly,NYWO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,CheckM,CPC,2582,4,1,0.1549187,tara093_bact_surface,3.727399166,tara093,7,0.2711077,68,2.6336174,0.005541286,69.57386645,1.911449388,69.57386645
CPC-17,97.44,0.54,25,44.33,53,"339,326","121,050","93,352",4.95,87.99,NCBI Assembly,NYWN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,Hug et al. phylogenetic marker set,CPC,4248,7,10,0.1647834,tara093_prot_dcm,5.080049261,tara093,9,0.2118644,114,2.6836158,0.881398013,0.045059266,0.196907511,0.045059266
CPC-19,99.04,0.61,0,65.66,103,"351,230","110,406","63,677",6.56,90.2,NCBI Assembly,NYWL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Hug et al. phylogenetic marker set,CPC,6115,23,9,0.3761243,tara093_prot_dcm,6.62358643,tara093,9,0.1471791,138,2.2567457,1.832719371,0.066685152,0.605942223,0.066685152
CPC-2,98.7,0.73,0,52.19,131,"281,281","126,384","38,036",4.98,88.37,NCBI Assembly,NYWK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,Hug et al. phylogenetic marker set,CPC,4358,9,11,0.2065168,tara102_prot_meso,5.045592705,tara102,10,0.2294631,103,2.3634695,2.661919518,0.158032073,2.085673176,0.158032073
CPC-20,82.65,4.98,0,54.22,183,"81,013","16,189","13,698",2.51,91.21,NCBI Assembly,NYWJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,CPC,2354,0,2,0,tara093_prot_surface,3.036902601,tara093,1,0.0424809,50,2.1240442,4.026812969,0.402236298,8.030615196,0.402236298
CPC-21,100,1,0,67.95,87,"406,562","141,498","74,715",6.5,90.04,NCBI Assembly,NYWI00000000,TARA_PSE_MAG_00016,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella,,Hug et al. phylogenetic marker set,CPC,5799,10,14,0.1724435,tara093_prot_surface,6.5,tara093,10,0.1724435,179,3.0867391,1.091787518,0.136945085,0.741294321,0.136945085
CPC-23,88.68,1.73,0,41.4,294,"98,488","20,512","15,427",4.54,94.13,NCBI Assembly,NYWG00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,,,Hug et al. phylogenetic marker set,CPC,3924,0,2,0,tara102_prot_dcm,5.119530898,tara102,0,0,44,1.1213048,0.923947046,0.846784641,3.879056912,0.846784641
CPC-24,79.49,1.12,0,47.85,291,"86,051","16,145","13,908",4.05,85.58,NCBI Assembly,NYWF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,,Hug et al. phylogenetic marker set,CPC,3347,18,10,0.537795,tara102_prot_meso,5.094980501,tara102,7,0.2091425,74,2.2109352,1.241463135,0.156233897,0.961645916,0.156233897
CPC-25,96.22,1.14,0,62.43,99,"174,516","57,058","34,726",3.44,90.61,NCBI Assembly,NYWE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,,Hug et al. phylogenetic marker set,CPC,3251,3,4,0.0922793,tara102_prot_meso,3.575140303,tara102,5,0.1537988,102,3.1374962,0.77121309,0.170040716,0.650179714,0.170040716
CPC-27,87.1,4.32,25,50.7,128,"107,615","40,584","27,316",3.5,87.39,NCBI Assembly,NYWC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,CPC,3338,2,11,0.0599161,tara093_prot_dcm,4.01836969,tara093,3,0.0898742,77,2.3067705,2.209077947,0.415304804,4.548666463,0.415304804
CPC-28,95.97,2.14,88.89,61.32,78,"215,419","94,912","52,909",4.13,90.54,NCBI Assembly,NYWB00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,CheckM,CPC,3796,12,5,0.3161222,tara109_virus_surface,4.303428155,tara109,14,0.3688093,99,2.6080084,1.542812016,0.630756294,4.824815418,0.630756294
CPC-288,91.18,9.81,37.5,32.88,97,"78,971","26,465","20,412",1.98,94.01,NCBI Assembly,NYWA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_H,,Hug et al. phylogenetic marker set,CPC,1756,0,6,0,tara093_bact_dcm,2.171528844,tara093,0,0,35,1.9931663,0.56220308,3.752776725,10.4604904,3.752776725
CPC-289,90.06,5.95,0,29.74,31,"206,254","61,239","34,624",1.07,96.57,NCBI Assembly,NYVZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,,,Alternative phylogenetic marker set,CPC,1164,0,2,0,tara093_bact_surface,1.188096824,tara093,0,0,17,1.4604811,1.853254059,2.167057352,19.91184319,2.167057352
CPC-29,75.6,1.02,80,38.11,111,"51,581","15,570","12,222",1.36,94.43,NCBI Assembly,NYVY00000000,n.a.,n.a.,Bacteria,Proteobacteria,novelClass_A,,,,,Hug et al. phylogenetic marker set,CPC,1288,0,2,0,tara102_prot_surface,1.798941799,tara102,7,0.5434783,31,2.4068323,2.864456521,0.255411173,3.627339664,0.255411173
CPC-294,81.03,6.9,54.17,36.27,98,"128,892","54,344","39,532",3.87,89.07,NCBI Assembly,NYVU00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,,,CheckM,CPC,3306,9,15,0.2722323,tara109_prot_meso,4.776008886,tara109,4,0.1209921,89,2.692075,3.764577208,1.119777475,20.90037286,1.119777475
CPC-297,83.31,5.11,40,66.73,179,"81,169","19,938","16,655",2.98,91.18,NCBI Assembly,NYVS00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,Urania1B19,,,,Hug et al. phylogenetic marker set,CPC,2472,1,1,0.0404531,tara093_prot_dcm,3.57700156,tara093,2,0.0809061,48,1.9417476,1.47033712,0.139953974,1.020253881,0.139953974
CPC-3,93.18,2.27,50,66.16,176,"147,829","28,072","20,959",3.69,92.22,NCBI Assembly,NYVR00000000,TARA_PSE_MAG_00082,n.a.,Bacteria,Planctomycetes,OM190,,,,,Hug et al. phylogenetic marker set,CPC,2938,0,9,0,tara102_prot_surface,3.96007727,tara102,2,0.0680735,60,2.0422056,1.134865931,0.053125314,0.298918069,0.053125314
CPC-30,80.96,0,0,31.92,87,"78,523","32,074","22,236",1.93,95.04,NCBI Assembly,NYVQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,SAR116cluster,,,Hug et al. phylogenetic marker set,CPC,1904,0,2,0,tara102_prot_dcm,2.383893281,tara102,1,0.052521,35,1.8382353,1.555200519,0.588883708,4.540691847,0.588883708
CPC-300,78.86,2.04,66.67,38.5,188,"85,901","18,361","14,844",2.79,94.05,NCBI Assembly,NYVP00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,novelOrder_A,novelFamily_A,,,Hug et al. phylogenetic marker set,CPC,2218,0,18,0,tara109_prot_surface,3.537915293,tara109,1,0.0450857,34,1.5329125,4.279907965,0.677532389,14.37707669,0.677532389
CPC-305,82.11,5.39,9.09,29.67,102,"120,342","38,343","22,064",2.25,95.03,NCBI Assembly,NYVM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,novel_familyE1,,,Hug et al. phylogenetic marker set,CPC,2211,0,3,0,tara093_bact_dcm,2.740226525,tara093,1,0.0452284,35,1.5829941,0.126313747,4.960652819,3.106673047,4.960652819
CPC-309,81.05,7.86,25,27.34,170,"103,700","23,647","17,099",2.91,93.4,NCBI Assembly,NYVJ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,CheckM,CPC,2783,6,2,0.2155947,tara093_bact_surface,3.590376311,tara093,6,0.2155947,63,2.2637442,0.007590605,23.42162792,0.881453827,23.42162792
CPC-31,90.81,1.11,0,49.74,433,"76,635","20,642","16,306",7.06,87.52,NCBI Assembly,NYVH00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,,Hug et al. phylogenetic marker set,CPC,5761,4,5,0.0694324,tara102_virus_meso,7.774474177,tara102,3,0.0520743,112,1.9441069,0.11541232,0.100736969,0.057643076,0.100736969
CPC-310,74.77,3.15,75,47.66,79,"196,426","44,468","29,840",2.36,91.51,NCBI Assembly,NYXU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,novel_genusE4,,Hug et al. phylogenetic marker set,CPC,2084,1,2,0.0479846,tara093_prot_dcm,3.156346128,tara093,1,0.0479846,27,1.2955854,0.394143002,0.370259056,0.723545102,0.370259056
CPC-316,90.26,6.43,24.14,52.63,62,"520,053","189,681","53,777",3.33,91.67,NCBI Assembly,NYVG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,CPC,3106,2,4,0.0643915,tara093_prot_dcm,3.689341901,tara093,4,0.128783,68,2.189311,0.705150131,0.903202147,3.157712964,0.903202147
CPC-319,80.48,6,0,29.63,136,"99,253","23,410","17,640",2.4,94.55,NCBI Assembly,NYVE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,,Hug et al. phylogenetic marker set,CPC,2221,0,11,0,tara093_bact_dcm,2.982107356,tara093,1,0.0450248,45,2.0261144,0.153799523,4.307597235,3.284703522,4.307597235
CPC-32,91.27,0.14,0,61.97,184,"63,043","23,953","18,590",3.42,89.54,NCBI Assembly,NYVD00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,,Hug et al. phylogenetic marker set,CPC,3238,8,2,0.2470661,tara102_virus_meso,3.747123918,tara102,1,0.0308833,100,3.0883261,0.281619908,0.192053747,0.268158912,0.192053747
CPC-320,88.23,5.08,87.5,52.73,141,"101,648","29,950","23,899",3.37,87.75,NCBI Assembly,NYVC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,,Hug et al. phylogenetic marker set,CPC,3217,10,2,0.3108486,tara093_prot_dcm,3.819562507,tara093,4,0.1243394,58,1.802922,0.887452266,2.032227985,8.941770689,2.032227985
CPC-322,74.53,4.55,75,59.18,193,"53,440","17,285","14,130",2.73,92.97,NCBI Assembly,NYVB00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,,CheckM,CPC,2363,0,7,0,tara093_prot_dcm,3.662954515,tara093,0,0,40,1.6927634,1.084857848,0.157481815,0.847050579,0.157481815
CPC-323,79.89,2.37,91.67,37.13,57,"145,720","39,976","27,466",1.57,94.1,NCBI Assembly,NYVA00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,,Hug et al. phylogenetic marker set,CPC,1402,0,2,0,tara093_bact_surface,1.965202153,tara093,1,0.0713267,22,1.5691869,1.511146809,1.851955573,13.87532999,1.851955573
CPC-327,78,3.71,65,45.02,77,"154,133","60,473","41,907",3.23,90.2,NCBI Assembly,NYUX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,CheckM,CPC,2786,3,12,0.1076813,tara102_prot_meso,4.141025641,tara102,9,0.3230438,69,2.4766691,24.4869664,0.570051134,69.20777667,0.570051134
CPC-33,82.19,1,100,46.76,153,"66,602","15,338","13,451",2.06,93.72,NCBI Assembly,NYUW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,,CheckM,CPC,1959,4,3,0.2041858,tara109_virus_surface,2.506387638,tara109,10,0.5104645,54,2.7565084,0.429361899,0.116675455,0.2483757,0.116675455
CPC-34,82.58,3.09,66.67,37.12,75,"228,256","71,341","41,717",3.13,92.05,NCBI Assembly,NYUV00000000,n.a.,n.a.,Bacteria,Bacteroidetes,,,,,,CheckM,CPC,2823,7,9,0.2479632,tara102_virus_surface,3.790263986,tara102,10,0.3542331,87,3.0818278,0.024035055,0.551126378,0.065675353,0.551126378
CPC-38,99.02,8.04,0,65.2,142,"244,501","72,199","35,451",5.03,88.82,NCBI Assembly,NYUR00000000,TARA_PSW_MAG_00032,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Stappia,,Hug et al. phylogenetic marker set,CPC,4537,8,6,0.176328,tara109_prot_surface,5.079781862,tara109,4,0.088164,93,2.0498127,1.418592892,0.14233338,1.00108428,0.14233338
CPC-39,76,1.81,9.09,61.05,266,"37,371","12,363","11,346",3.02,91.06,NCBI Assembly,NYUQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,Hug et al. phylogenetic marker set,CPC,2989,12,5,0.4014721,tara109_prot_dcm,3.973684211,tara109,6,0.200736,96,3.2117765,2.076646648,0.195221088,2.009997102,0.195221088
CPC-40,99.25,2.92,0,66.08,92,"436,827","162,717","57,290",5.27,89.39,NCBI Assembly,NYUO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,CheckM,CPC,4963,26,27,0.5238767,tara093_prot_surface,5.309823678,tara093,8,0.1611928,84,1.6925247,2.688968466,0.126041425,1.680370742,0.126041425
CPC-41,98.92,1.61,100,36.1,62,"290,482","81,412","55,617",3.45,91.13,NCBI Assembly,NYVI00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_D,,,Hug et al. phylogenetic marker set,CPC,2993,9,7,0.3007016,tara109_virus_surface,3.487666801,tara109,7,0.2338791,90,3.0070164,0.044234549,12.30499874,2.698666857,12.30499874
CPC-42,96.96,5.29,0,60.3,111,"291,831","105,895","40,699",4.52,91.47,NCBI Assembly,NYUN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,,Hug et al. phylogenetic marker set,CPC,4020,10,25,0.2487562,tara109_virus_surface,4.661716172,tara109,7,0.1741294,132,3.2835821,0.128830713,0.25556422,0.163239614,0.25556422
CPC-43,99,0,0,54.69,75,"457,719","101,525","62,431",4.68,89.28,NCBI Assembly,NYUM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassopira,,Hug et al. phylogenetic marker set,CPC,4339,7,9,0.1613275,tara109_virus_surface,4.727272727,tara109,14,0.322655,99,2.2816317,0.075816023,1.703052322,0.640169661,1.703052322
