gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type
1620479,k127_9796673,10444,10897,r,0,1,,,,,k127_9796673_13,10445,10897,protein,CALIN
1625136,k127_8127239,316,874,f,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),2.1e-16,"Translation, ribosomal structure and biogenesis",k127_8127239_1,317,874,protein,CALIN
1625137,k127_8127239,1037,1844,f,0,1,,,,,k127_8127239_2,1038,1844,protein,CALIN
1625138,k127_8127239,2046,2265,f,1,1,COG3788,"Uncharacterized membrane protein YecN, MAPEG domain (YecN)",3.7e-09,Function unknown,k127_8127239_3,2047,2265,protein,CALIN
1628357,k127_2003363,1,391,f,1,1,,,,,k127_2003363_1,2,391,protein,CALIN
1628358,k127_2003363,483,798,f,0,1,,,,,k127_2003363_2,484,798,protein,CALIN
1628359,k127_2003363,952,1750,f,0,1,COG3384,"Aromatic ring-opening dioxygenase, catalytic subunit, LigB family (LigB) (PDB:2PW6) (PUBMED:23258706)",6.899999999999999e-98,"Secondary metabolites biosynthesis, transport and catabolism",k127_2003363_3,953,1750,protein,CALIN
1628360,k127_2003363,1899,2283,f,1,1,,,,,k127_2003363_4,1900,2283,protein,CALIN
1633337,k127_11485049,1,115,f,1,1,,,,,k127_11485049_1,2,115,protein,CALIN
1633338,k127_11485049,1156,1525,f,0,1,,,,,k127_11485049_2,1157,1525,protein,CALIN
1633339,k127_11485049,1922,2360,f,0,1,,,,,k127_11485049_3,1923,2360,protein,CALIN
1633340,k127_11485049,2724,3726,f,0,1,,,,,k127_11485049_4,2725,3726,protein,CALIN
1633341,k127_11485049,3784,4126,f,0,1,,,,,k127_11485049_5,3785,4126,protein,CALIN
1633342,k127_11485049,4234,4543,f,0,1,COG2963,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),5.4e-27,"Mobilome: prophages, transposons",k127_11485049_6,4235,4543,protein,CALIN
1633343,k127_11485049,4539,4974,f,1,1,COG2801,Transposase InsO and inactivated derivatives (Tra5),2.8999999999999996e-42,"Mobilome: prophages, transposons",k127_11485049_7,4540,4974,protein,CALIN
1638290,k127_9801497,1,514,f,1,1,,,,,k127_9801497_1,2,514,protein,CALIN
1638291,k127_9801497,674,947,f,0,1,,,,,k127_9801497_2,675,947,protein,CALIN
1638292,k127_9801497,970,1855,f,0,1,COG0115,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G),5.099999999999999e-94,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,k127_9801497_3,971,1855,protein,CALIN
1655230,k127_3120219,502,931,f,0,1,,,,,k127_3120219_2,503,931,protein,CALIN
1655231,k127_3120219,1140,1440,f,0,1,,,,,k127_3120219_3,1141,1440,protein,CALIN
1655232,k127_3120219,1577,2087,f,0,1,COG1247,L-amino acid N-acyltransferase MnaT (MnaT) (PDB:3DR6) (PUBMED:27941785),5.5e-16,Amino acid transport and metabolism,k127_3120219_4,1578,2087,protein,CALIN
1656300,k127_7012591,2,86,r,1,1,,,,,k127_7012591_1,3,86,protein,CALIN
1656301,k127_7012591,235,586,r,0,1,,,,,k127_7012591_2,236,586,protein,CALIN
1656302,k127_7012591,710,1511,r,0,1,,,,,k127_7012591_3,711,1511,protein,CALIN
1656303,k127_7012591,1592,2546,r,0,1,,,,,k127_7012591_4,1593,2546,protein,CALIN
1656304,k127_7012591,2586,3201,r,0,1,,,,,k127_7012591_5,2587,3201,protein,CALIN
1656305,k127_7012591,3313,3544,r,1,1,,,,,k127_7012591_6,3314,3544,protein,CALIN
1663658,k127_11493168,9804,10722,f,0,1,,,,,k127_11493168_14,9805,10722,protein,CALIN
1663659,k127_11493168,10826,11381,f,0,1,,,,,k127_11493168_15,10827,11381,protein,CALIN
1663660,k127_11493168,11497,12403,f,0,1,,,,,k127_11493168_16,11498,12403,protein,CALIN
1666315,k127_338266,2911,3865,f,0,1,COG0451,Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G),6.199999999999998e-138,Cell wall/membrane/envelope biogenesis,k127_338266_4,2912,3865,protein,CALIN
1666316,k127_338266,3900,5289,f,0,1,COG1004,UDP-glucose 6-dehydrogenase (Ugd) (PDB:1DLI),1.4999999999999993e-201,Cell wall/membrane/envelope biogenesis,k127_338266_5,3901,5289,protein,CALIN
1667676,k127_2568028,2120,2624,r,0,1,,,,,k127_2568028_5,2121,2624,protein,CALIN
1667677,k127_2568028,2708,3053,r,0,1,,,,,k127_2568028_6,2709,3053,protein,CALIN
1667678,k127_2568028,3122,3434,r,0,1,,,,,k127_2568028_7,3123,3434,protein,CALIN
1679394,k127_2017649,1,826,f,1,1,COG0486,tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE (MnmE),1.3999999999999999e-24,"Translation, ribosomal structure and biogenesis",k127_2017649_1,2,826,protein,CALIN
1679395,k127_2017649,1034,2114,f,1,1,COG0445,tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA (MnmG) (PDB:2ZXH),4.599999999999999e-105,"Translation, ribosomal structure and biogenesis",k127_2017649_2,1035,2114,protein,CALIN
1692801,k127_1458183,0,162,f,1,1,COG0604,NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY),6.3e-11,Energy production and conversion!!!General function prediction only,k127_1458183_1,1,162,protein,CALIN
1692808,k127_1458183,5040,5829,r,0,1,COG0625,Glutathione S-transferase (GstA) (PDB:1A0F),9.999999999999999e-33,"Posttranslational modification, protein turnover, chaperones",k127_1458183_8,5041,5829,protein,CALIN
1692809,k127_1458183,5975,6509,r,0,1,,,,,k127_1458183_9,5976,6509,protein,CALIN
1750977,k127_2037341,20057,20285,f,0,1,,,,,k127_2037341_21,20058,20285,protein,CALIN
1750978,k127_2037341,20404,20989,f,0,1,,,,,k127_2037341_22,20405,20989,protein,CALIN
1750979,k127_2037341,20991,21153,f,0,1,,,,,k127_2037341_23,20992,21153,protein,CALIN
1750980,k127_2037341,21269,22055,f,0,1,,,,,k127_2037341_24,21270,22055,protein,CALIN
1751517,k127_363375,787,1705,f,0,1,,,,,k127_363375_2,788,1705,protein,CALIN
1751518,k127_363375,1728,2082,f,0,1,,,,,k127_363375_3,1729,2082,protein,CALIN
1751519,k127_363375,2287,2461,f,0,1,,,,,k127_363375_4,2288,2461,protein,CALIN
1751520,k127_363375,2698,2869,f,0,1,,,,,k127_363375_5,2699,2869,protein,CALIN
1794471,k127_5946505,1,136,f,1,1,,,,,k127_5946505_1,2,136,protein,CALIN
1794472,k127_5946505,272,593,f,0,1,,,,,k127_5946505_2,273,593,protein,CALIN
1794473,k127_5946505,899,1511,f,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),6.2e-06,"Translation, ribosomal structure and biogenesis",k127_5946505_3,900,1511,protein,CALIN
1794474,k127_5946505,1687,1891,f,0,1,COG2336,Antitoxin component MazE of the MazEF toxin-antitoxin module (MazE) (PDB:1MVF),1.2e-06,Defense mechanisms,k127_5946505_4,1688,1891,protein,CALIN
1808867,k127_4824801,0,852,f,1,1,COG1708,"Predicted nucleotidyltransferase, MJ0604 family (MJ0604) (PDB:5YEP)",4.499999999999999e-79,General function prediction only,k127_4824801_1,1,852,protein,CALIN
1808868,k127_4824801,929,1496,f,0,1,,,,,k127_4824801_2,930,1496,protein,CALIN
1808869,k127_4824801,1584,2643,f,0,1,COG1637,"Endonuclease NucS, RecB family (NucS) (PDB:2VLD)",5.3e-13,"Replication, recombination and repair",k127_4824801_3,1585,2643,protein,CALIN
1808870,k127_4824801,2715,3117,f,0,1,,,,,k127_4824801_4,2716,3117,protein,CALIN
1818647,k127_12085136,2589,3663,r,0,1,,,,,k127_12085136_7,2590,3663,protein,CALIN
1818648,k127_12085136,3782,4172,r,0,1,,,,,k127_12085136_8,3783,4172,protein,CALIN
1818649,k127_12085136,4227,5160,r,0,1,,,,,k127_12085136_9,4228,5160,protein,CALIN
1818650,k127_12085136,5116,5257,r,0,1,,,,,k127_12085136_10,5117,5257,protein,CALIN
1818651,k127_12085136,5240,5594,r,0,1,,,,,k127_12085136_11,5241,5594,protein,CALIN
1818652,k127_12085136,5691,5871,r,0,1,COG2865,"Predicted transcriptional regulator, contains HTH domain (PDB:3LMM)",2.3e-09,Transcription,k127_12085136_12,5692,5871,protein,CALIN
1845070,k127_9306510,2112,3156,f,0,1,,,,,k127_9306510_6,2113,3156,protein,CALIN
1845071,k127_9306510,3185,3620,f,0,1,,,,,k127_9306510_7,3186,3620,protein,CALIN
1845072,k127_9306510,3755,4127,f,0,1,,,,,k127_9306510_8,3756,4127,protein,CALIN
1873320,k127_2070989,1108,1738,r,0,1,,,,,k127_2070989_2,1109,1738,protein,CALIN
1873321,k127_2070989,1839,2076,r,0,1,,,,,k127_2070989_3,1840,2076,protein,CALIN
1873322,k127_2070989,2169,2523,r,0,1,,,,,k127_2070989_4,2170,2523,protein,CALIN
1877952,k127_7072962,214,910,r,0,1,,,,,k127_7072962_1,215,910,protein,CALIN
1877953,k127_7072962,1021,1786,r,0,1,,,,,k127_7072962_2,1022,1786,protein,CALIN
1877954,k127_7072962,1880,2168,r,0,1,COG2944,"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)",4.4e-39,Transcription,k127_7072962_3,1881,2168,protein,CALIN
1877955,k127_7072962,2160,2472,r,0,1,COG4737,Uncharacterized conserved protein,6.9e-38,Function unknown,k127_7072962_4,2161,2472,protein,CALIN
1877956,k127_7072962,2548,3385,r,0,1,,,,,k127_7072962_5,2549,3385,protein,CALIN
1877957,k127_7072962,3549,3867,r,0,1,,,,,k127_7072962_6,3550,3867,protein,CALIN
1877958,k127_7072962,3980,4382,r,0,1,,,,,k127_7072962_7,3981,4382,protein,CALIN
1877959,k127_7072962,4619,4748,f,1,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),9.1e-08,"Replication, recombination and repair",k127_7072962_8,4620,4748,protein,CALIN
1878386,k127_8196686,332,2096,r,0,1,,,,,k127_8196686_2,333,2096,protein,CALIN
1878387,k127_8196686,2128,2494,r,0,1,,,,,k127_8196686_3,2129,2494,protein,CALIN
1878388,k127_8196686,2548,3694,r,0,1,,,,,k127_8196686_4,2549,3694,protein,CALIN
1878439,k127_2628545,0,114,f,1,1,,,,,k127_2628545_1,1,114,protein,CALIN
1878440,k127_2628545,480,960,f,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),4e-53,"Translation, ribosomal structure and biogenesis",k127_2628545_2,481,960,protein,CALIN
1878441,k127_2628545,1158,1851,f,0,1,,,,,k127_2628545_3,1159,1851,protein,CALIN
1885967,k127_2074537,2,1202,r,1,1,COG2204,"DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)",4e-57,Signal transduction mechanisms,k127_2074537_1,3,1202,protein,CALIN
1885993,k127_2074537,23973,24360,r,0,1,,,,,k127_2074537_27,23974,24360,protein,CALIN
1885994,k127_2074537,24500,24812,r,0,1,,,,,k127_2074537_28,24501,24812,protein,CALIN
1885995,k127_2074537,24962,25268,r,0,1,,,,,k127_2074537_29,24963,25268,protein,CALIN
1885996,k127_2074537,25434,25923,r,0,1,,,,,k127_2074537_30,25435,25923,protein,CALIN
1885997,k127_2074537,25939,26416,r,0,1,,,,,k127_2074537_31,25940,26416,protein,CALIN
1885998,k127_2074537,26879,27221,r,0,1,,,,,k127_2074537_32,26880,27221,protein,CALIN
1885999,k127_2074537,27304,27958,r,0,1,,,,,k127_2074537_33,27305,27958,protein,CALIN
1886000,k127_2074537,28054,28582,r,0,1,COG3196,"Colicin E2 tolerance protein CbrC, UPF0167 family (CbrC) (PUBMED:20418396)",9.299999999999999e-59,General function prediction only,k127_2074537_34,28055,28582,protein,CALIN
1898981,k127_12107989,485,1505,r,0,1,,,,,k127_12107989_2,486,1505,protein,CALIN
1898982,k127_12107989,1586,2219,r,0,1,,,,,k127_12107989_3,1587,2219,protein,CALIN
1898983,k127_12107989,2325,3126,r,0,1,,,,,k127_12107989_4,2326,3126,protein,CALIN
1898984,k127_12107989,3229,3691,r,0,1,COG0537,"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)",3.4e-33,Nucleotide transport and metabolism!!!General function prediction only,k127_12107989_5,3230,3691,protein,CALIN
1898985,k127_12107989,3786,4308,r,0,1,,,,,k127_12107989_6,3787,4308,protein,CALIN
1898986,k127_12107989,4418,4712,r,0,1,COG2350,"YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)",6.3000000000000005e-25,"Secondary metabolites biosynthesis, transport and catabolism!!!General function prediction only",k127_12107989_7,4419,4712,protein,CALIN
1903214,k127_5979335,284,671,f,0,1,,,,,k127_5979335_1,285,671,protein,CALIN
1903215,k127_5979335,789,1365,f,0,1,,,,,k127_5979335_2,790,1365,protein,CALIN
1903216,k127_5979335,1357,1975,f,0,1,,,,,k127_5979335_3,1358,1975,protein,CALIN
1903217,k127_5979335,2635,3160,f,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",1.7e-49,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",k127_5979335_4,2636,3160,protein,CALIN
1903218,k127_5979335,3344,3761,f,0,1,,,,,k127_5979335_5,3345,3761,protein,CALIN
1903219,k127_5979335,3802,4339,f,0,1,,,,,k127_5979335_6,3803,4339,protein,CALIN
1909857,k127_4854576,200,575,f,0,1,,,,,k127_4854576_1,201,575,protein,CALIN
1909858,k127_4854576,692,1352,f,0,1,,,,,k127_4854576_2,693,1352,protein,CALIN
1909863,k127_4854576,4610,5204,f,0,1,,,,,k127_4854576_7,4611,5204,protein,CALIN
1909864,k127_4854576,5289,5526,f,0,1,,,,,k127_4854576_8,5290,5526,protein,CALIN
1909865,k127_4854576,5581,6334,r,1,1,COG2814,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)",1.4999999999999996e-110,Carbohydrate transport and metabolism,k127_4854576_9,5582,6334,protein,CALIN
1910212,k127_7082568,2477,2768,r,0,1,,,,,k127_7082568_4,2478,2768,protein,CALIN
1910213,k127_7082568,2785,3148,r,0,1,,,,,k127_7082568_5,2786,3148,protein,CALIN
1910214,k127_7082568,3144,3450,r,0,1,,,,,k127_7082568_6,3145,3450,protein,CALIN
1910215,k127_7082568,3676,3958,r,0,1,,,,,k127_7082568_7,3677,3958,protein,CALIN
1910216,k127_7082568,4068,5184,r,0,1,COG3693,"Endo-1,4-beta-xylanase, GH35 family (XynA) (PDB:1B30)",2.8e-89,Carbohydrate transport and metabolism,k127_7082568_8,4069,5184,protein,CALIN
1929245,k127_8763669,495,780,r,0,1,,,,,k127_8763669_2,496,780,protein,CALIN
1929246,k127_8763669,948,1317,f,0,1,,,,,k127_8763669_3,949,1317,protein,CALIN
1929247,k127_8763669,1462,1858,r,0,1,COG3183,"Predicted restriction endonuclease, HNH family (PDB:6GHC)",2.3e-17,Defense mechanisms,k127_8763669_4,1463,1858,protein,CALIN
1937812,k127_8214534,184,1030,f,0,1,,,,,k127_8214534_1,185,1030,protein,CALIN
1937816,k127_8214534,4327,4942,f,0,1,,,,,k127_8214534_5,4328,4942,protein,CALIN
1937817,k127_8214534,4918,5077,r,0,1,,,,,k127_8214534_6,4919,5077,protein,CALIN
1953558,k127_2651904,2409,3450,r,0,1,,,,,k127_2651904_5,2410,3450,protein,CALIN
1953559,k127_2651904,3525,4017,r,0,1,,,,,k127_2651904_6,3526,4017,protein,CALIN
1953560,k127_2651904,4097,4379,r,0,1,,,,,k127_2651904_7,4098,4379,protein,CALIN
1953912,k127_3210457,1130,1481,r,0,1,,,,,k127_3210457_3,1131,1481,protein,CALIN
1953913,k127_3210457,1565,2099,r,0,1,COG1670,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",4.199999999999999e-99,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",k127_3210457_4,1566,2099,protein,CALIN
1953914,k127_3210457,2194,2581,r,0,1,COG1942,"Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family (PptA) (PDB:1BJP)",1.1e-37,"Secondary metabolites biosynthesis, transport and catabolism",k127_3210457_5,2195,2581,protein,CALIN
1983903,k127_8781762,1602,1851,f,0,1,COG3514,"Uncharacterized conserved protein, DUF4415 family",1.3e-26,Function unknown,k127_8781762_3,1603,1851,protein,CALIN
1983904,k127_8781762,1847,2459,f,0,1,,,,,k127_8781762_4,1848,2459,protein,CALIN
1983905,k127_8781762,2448,2706,f,0,1,COG2161,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",1.6e-32,Defense mechanisms,k127_8781762_5,2449,2706,protein,CALIN
1985024,k127_3220125,1918,2227,f,0,1,,,,,k127_3220125_3,1919,2227,protein,CALIN
1985025,k127_3220125,2358,2811,f,0,1,,,,,k127_3220125_4,2359,2811,protein,CALIN
1985026,k127_3220125,2904,3756,f,0,1,,,,,k127_3220125_5,2905,3756,protein,CALIN
1992704,k127_3222282,65,905,f,0,1,,,,,k127_3222282_1,66,905,protein,CALIN
1992705,k127_3222282,1083,1443,f,0,1,,,,,k127_3222282_2,1084,1443,protein,CALIN
1992706,k127_3222282,1795,3082,r,1,1,,,,,k127_3222282_3,1796,3082,protein,CALIN
2006326,k127_11026615,1352,1916,r,0,1,COG4282,Cell wall assembly regulator SMI1 (Killer toxin-resistance protein 4) (SMI1) (PDB:5J1B),2.4e-57,Cell wall/membrane/envelope biogenesis,k127_11026615_4,1353,1916,protein,CALIN
2006327,k127_11026615,2474,3023,r,0,1,,,,,k127_11026615_5,2475,3023,protein,CALIN
2006328,k127_11026615,3129,3750,r,0,1,,,,,k127_11026615_6,3130,3750,protein,CALIN
2008093,k127_6013645,1167,1515,r,0,1,,,,,k127_6013645_3,1168,1515,protein,CALIN
2008094,k127_6013645,1646,2081,r,0,1,,,,,k127_6013645_4,1647,2081,protein,CALIN
2008095,k127_6013645,2234,2690,r,0,1,,,,,k127_6013645_5,2235,2690,protein,CALIN
2022294,k127_2675150,13476,14454,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),5.999999999999999e-128,"Replication, recombination and repair",k127_2675150_15,13477,14454,protein,complete
2022295,k127_2675150,14691,15462,f,0,1,,,,,k127_2675150_16,14692,15462,protein,complete
2022296,k127_2675150,15513,16032,f,0,1,,,,,k127_2675150_17,15514,16032,protein,complete
2022297,k127_2675150,16870,17329,r,0,1,,,,,k127_2675150_18,16871,17329,protein,complete
2035793,k127_4357765,5240,6230,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),3.799999999999999e-98,"Replication, recombination and repair",k127_4357765_5,5241,6230,protein,complete
2035794,k127_4357765,7108,7831,f,0,1,COG3680,"Uncharacterized protein, contains GIY-YIG domain",8.199999999999998e-82,Function unknown,k127_4357765_6,7109,7831,protein,complete
2036743,k127_4894760,861,1005,r,0,1,,,,,k127_4894760_3,862,1005,protein,CALIN
2036744,k127_4894760,1143,1710,r,0,1,,,,,k127_4894760_4,1144,1710,protein,CALIN
2036745,k127_4894760,1977,2439,r,0,1,,,,,k127_4894760_5,1978,2439,protein,CALIN
2036746,k127_4894760,2671,2944,r,0,1,,,,,k127_4894760_6,2672,2944,protein,CALIN
2070717,k127_6034231,574,979,f,0,1,,,,,k127_6034231_1,575,979,protein,CALIN
2070718,k127_6034231,985,1552,f,0,1,,,,,k127_6034231_2,986,1552,protein,CALIN
2070719,k127_6034231,1413,1983,r,0,1,,,,,k127_6034231_3,1414,1983,protein,CALIN
2070720,k127_6034231,2463,3078,f,0,1,,,,,k127_6034231_4,2464,3078,protein,CALIN
2104938,k127_3258326,223,544,r,0,1,,,,,k127_3258326_2,224,544,protein,CALIN
2104939,k127_3258326,667,1651,r,0,1,COG0569,"Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)",4.5e-06,Inorganic ion transport and metabolism!!!Signal transduction mechanisms,k127_3258326_3,668,1651,protein,CALIN
2104940,k127_3258326,1743,2328,r,0,1,,,,,k127_3258326_4,1744,2328,protein,CALIN
2104941,k127_3258326,2456,2945,r,0,1,,,,,k127_3258326_5,2457,2945,protein,CALIN
2120722,k127_479030,511,1066,r,0,1,,,,,k127_479030_2,512,1066,protein,CALIN
2120723,k127_479030,1137,1830,r,0,1,COG1280,Threonine/homoserine/homoserine lactone efflux protein (RhtB),6.8e-94,Amino acid transport and metabolism,k127_479030_3,1138,1830,protein,CALIN
2142553,k127_7153697,2,281,r,1,1,,,,,k127_7153697_1,3,281,protein,CALIN
2142554,k127_7153697,1712,2561,f,0,1,COG0305,Replicative DNA helicase (DnaB) (PDB:1B79),2.6000000000000003e-42,"Replication, recombination and repair",k127_7153697_2,1713,2561,protein,CALIN
2142555,k127_7153697,2844,3456,f,0,1,,,,,k127_7153697_3,2845,3456,protein,CALIN
2142626,k127_9403020,1481,1769,f,0,1,,,,,k127_9403020_2,1482,1769,protein,CALIN
2142627,k127_9403020,1847,2159,f,0,1,COG2329,Heme-degrading monooxygenase HmoA and related ABM domain proteins (HmoA) (PDB:1IUJ) (PUBMED:21873409),6.7e-17,Coenzyme transport and metabolism,k127_9403020_3,1848,2159,protein,CALIN
2167536,k127_1052710,0,2301,f,1,1,COG4928,"Predicted P-loop ATPase, KAP-like",0.0,General function prediction only,k127_1052710_1,1,2301,protein,CALIN
2167537,k127_1052710,2415,3186,f,0,1,,,,,k127_1052710_2,2416,3186,protein,CALIN
2167538,k127_1052710,3304,3676,f,0,1,,,,,k127_1052710_3,3305,3676,protein,CALIN
2167539,k127_1052710,3799,4537,f,0,1,,,,,k127_1052710_4,3800,4537,protein,CALIN
2167540,k127_1052710,4639,5197,f,0,1,,,,,k127_1052710_5,4640,5197,protein,CALIN
2185025,k127_8293194,1,340,r,1,1,,,,,k127_8293194_1,2,340,protein,CALIN
2185026,k127_8293194,438,615,r,0,1,,,,,k127_8293194_2,439,615,protein,CALIN
2185027,k127_8293194,645,831,r,0,1,,,,,k127_8293194_3,646,831,protein,CALIN
2185028,k127_8293194,923,1931,r,0,1,,,,,k127_8293194_4,924,1931,protein,CALIN
2185029,k127_8293194,2056,2488,r,0,1,,,,,k127_8293194_5,2057,2488,protein,CALIN
2185030,k127_8293194,2604,3084,r,0,1,,,,,k127_8293194_6,2605,3084,protein,CALIN
2185031,k127_8293194,3204,3627,r,0,1,,,,,k127_8293194_7,3205,3627,protein,CALIN
2185936,k127_4407771,2785,3010,r,0,1,,,,,k127_4407771_4,2786,3010,protein,CALIN
2185937,k127_4407771,3006,3345,r,0,1,COG5297,Cellulase/cellobiase CelA1 (CelA1),8.1e-08,Carbohydrate transport and metabolism,k127_4407771_5,3007,3345,protein,CALIN
2185938,k127_4407771,3456,3942,r,0,1,COG1403,5-methylcytosine-specific restriction endonuclease McrA (McrA),8.400000000000001e-06,Defense mechanisms,k127_4407771_6,3457,3942,protein,CALIN
2191395,k127_10543476,2667,3213,f,0,1,COG2453,Protein-tyrosine phosphatase (CDC14) (PDB:1D5R),4.2000000000000004e-06,Signal transduction mechanisms,k127_10543476_2,2668,3213,protein,CALIN
2191396,k127_10543476,3212,3740,f,0,1,,,,,k127_10543476_3,3213,3740,protein,CALIN
2191397,k127_10543476,4776,5682,f,0,1,,,,,k127_10543476_4,4777,5682,protein,CALIN
2191398,k127_10543476,5827,6871,f,0,1,,,,,k127_10543476_5,5828,6871,protein,CALIN
2191399,k127_10543476,7034,7802,f,0,1,,,,,k127_10543476_6,7035,7802,protein,CALIN
2197512,k127_2174780,1,733,f,1,1,,,,,k127_2174780_1,2,733,protein,CALIN
2197513,k127_2174780,818,1409,f,0,1,,,,,k127_2174780_2,819,1409,protein,CALIN
2197581,k127_10545259,366,804,r,0,1,,,,,k127_10545259_2,367,804,protein,CALIN
2197582,k127_10545259,907,1192,r,0,1,,,,,k127_10545259_3,908,1192,protein,CALIN
2197583,k127_10545259,1483,1666,r,0,1,,,,,k127_10545259_4,1484,1666,protein,CALIN
2214542,k127_6624079,2,650,r,1,1,,,,,k127_6624079_1,3,650,protein,CALIN
2214543,k127_6624079,781,1126,r,0,1,,,,,k127_6624079_2,782,1126,protein,CALIN
2214544,k127_6624079,1152,1386,r,0,1,,,,,k127_6624079_3,1153,1386,protein,CALIN
2230307,k127_1072122,1,244,f,1,1,,,,,k127_1072122_1,2,244,protein,CALIN
2230308,k127_1072122,321,771,r,0,1,,,,,k127_1072122_2,322,771,protein,CALIN
2230309,k127_1072122,856,1348,r,0,1,,,,,k127_1072122_3,857,1348,protein,CALIN
2230310,k127_1072122,1344,2031,r,0,1,,,,,k127_1072122_4,1345,2031,protein,CALIN
2230311,k127_1072122,2482,3052,r,0,1,,,,,k127_1072122_5,2483,3052,protein,CALIN
2230312,k127_1072122,3133,3430,r,0,1,COG3668,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),6.6e-22,"Mobilome: prophages, transposons",k127_1072122_6,3134,3430,protein,CALIN
2240552,k127_6088719,0,96,r,1,1,,,,,k127_6088719_1,1,96,protein,CALIN
2240553,k127_6088719,630,909,f,0,1,,,,,k127_6088719_2,631,909,protein,CALIN
2240554,k127_6088719,1009,1570,f,0,1,,,,,k127_6088719_3,1010,1570,protein,CALIN
2240555,k127_6088719,1713,2142,f,0,1,,,,,k127_6088719_4,1714,2142,protein,CALIN
2240556,k127_6088719,2264,2660,f,0,1,,,,,k127_6088719_5,2265,2660,protein,CALIN
2240557,k127_6088719,2782,3163,f,0,1,,,,,k127_6088719_6,2783,3163,protein,CALIN
2249499,k127_9992942,5214,5853,r,0,1,,,,,k127_9992942_11,5215,5853,protein,CALIN
2249500,k127_9992942,5929,6358,r,0,1,,,,,k127_9992942_12,5930,6358,protein,CALIN
2249501,k127_9992942,6433,6709,r,0,1,,,,,k127_9992942_13,6434,6709,protein,CALIN
2249502,k127_9992942,6768,7212,r,0,1,,,,,k127_9992942_14,6769,7212,protein,CALIN
2249503,k127_9992942,7265,7967,r,0,1,,,,,k127_9992942_15,7266,7967,protein,CALIN
2249504,k127_9992942,7995,8694,r,0,1,,,,,k127_9992942_16,7996,8694,protein,CALIN
2249505,k127_9992942,8751,9264,r,0,1,,,,,k127_9992942_17,8752,9264,protein,CALIN
2258217,k127_9437146,2,287,r,1,1,,,,,k127_9437146_1,3,287,protein,CALIN
2258218,k127_9437146,406,769,r,0,1,,,,,k127_9437146_2,407,769,protein,CALIN
2258219,k127_9437146,887,1190,r,0,1,,,,,k127_9437146_3,888,1190,protein,CALIN
2258220,k127_9437146,1323,1878,r,0,1,,,,,k127_9437146_4,1324,1878,protein,CALIN
2262460,k127_11105501,810,1572,f,0,1,,,,,k127_11105501_2,811,1572,protein,CALIN
2262461,k127_11105501,1643,2033,f,0,1,,,,,k127_11105501_3,1644,2033,protein,CALIN
2262462,k127_11105501,2041,3712,f,0,1,COG1680,"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)",4.7999999999999995e-61,Defense mechanisms,k127_11105501_4,2042,3712,protein,CALIN
2262463,k127_11105501,3840,4341,f,0,1,,,,,k127_11105501_5,3841,4341,protein,CALIN
