ocean,gene_callers_id,gene_function,category,pnps,from_integron_type,log_pnps,gene_type
IN,593424,,,1.8027391,CALIN,0.255932878,no_call
IN,593425,,,inf,CALIN,inf,no_call
IN,593426,,,0.709084385,CALIN,-0.149302079,no_call
IN,593429,,,3.1837888,CALIN,0.502944251,no_call
IN,593430,,,0.586166266,CALIN,-0.231979179,no_call
IN,593431,,,0.145679237,CALIN,-0.836602341,no_call
IN,593435,,,0.259536244,CALIN,-0.585801985,no_call
IN,593437,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)","Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",0.171729261,CALIN,-0.765155699,non_defense
IN,594577,,,1.660432569,CALIN,0.220221243,no_call
IN,594578,,,0.571650417,CALIN,-0.242869476,no_call
IN,594579,,,0.31577913,CALIN,-0.500616577,no_call
IN,661692,Site-specific recombinase XerC (XerC),"Replication, recombination and repair",0.08656492,CALIN,-1.062658066,non_defense
IN,661695,,,inf,CALIN,inf,no_call
IN,685014,,,0.123158281,CALIN,-0.90953638,no_call
IN,685015,,,0.07618573,CALIN,-1.118126369,no_call
IN,685015,,,0.07618573,CALIN,-1.118126369,no_call
IN,685016,,,0.032782174,CALIN,-1.484362248,no_call
IN,685017,,,0.151389225,CALIN,-0.819905033,no_call
IN,685018,,,0.322735752,CALIN,-0.491152921,no_call
IN,707147,GTPase SAR1 family domain (Gem1) (PDB:4C0J)!!!WD40 repeat (WD40) (PDB:3UVN),General function prediction only!!!General function prediction only,inf,CALIN,inf,non_defense
IN,1103800,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,0.150446637,CALIN,-0.822617515,non_defense
IN,1103802,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)",Lipid transport and metabolism,0.149596059,CALIN,-0.825079849,non_defense
IN,1361236,,,1.259079903,CALIN,0.100053292,no_call
IN,1378445,Pyridoxine/pyridoxamine 5'-phosphate oxidase (PdxH) (PDB:1CI0),Coenzyme transport and metabolism,0.656049715,complete,-0.183063249,non_defense
IN,1378446,"Accessory colonization factor AcfC, contains ABC-type periplasmic domain (AcfC) (PDB:4JB7)",Cell wall/membrane/envelope biogenesis,0.87620456,complete,-0.057394491,non_defense
IN,1378447,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)","Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",1.450623369,complete,0.161554669,non_defense
IN,1378448,,,0.876340681,complete,-0.057327027,no_call
IN,1378449,"Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)","Cell cycle control, cell division, chromosome partitioning",0.70554162,complete,-0.151477362,non_defense
IN,1378450,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.21481349,complete,-0.667938448,non_defense
IN,1385757,,,0.835864172,complete,-0.07786429,no_call
IN,1385758,,,0.168856227,complete,-0.772482919,no_call
IN,1385759,,,1.726326742,complete,0.237122998,no_call
IN,1385761,,,inf,complete,inf,no_call
IN,1385762,,,0.211344525,complete,-0.675008999,no_call
IN,1385763,,,inf,complete,inf,no_call
IN,1385764,,,1.047165949,complete,0.020015512,no_call
IN,1385765,,,3.28470303,complete,0.516496111,no_call
IN,1385766,Site-specific recombinase XerD (XerD) (PDB:1A0P),"Replication, recombination and repair",0.228062458,complete,-0.6419462,non_defense
IN,1415558,Retron-type reverse transcriptase (YkfC),"Mobilome: prophages, transposons",0.834959552,CALIN,-0.078334562,non_defense
IN,1507939,Large exoprotein involved in heme utilization or adhesion (FhaB) (PDB:4RM6),"Intracellular trafficking, secretion, and vesicular transport",0.095574513,CALIN,-1.019657904,non_defense
IN,1565958,Peroxiredoxin (Bcp) (PDB:5IPH),"Posttranslational modification, protein turnover, chaperones",0.389359447,CALIN,-0.409649284,non_defense
IN,1580023,,,0.28300794,CALIN,-0.54820138,no_call
IN,1679254,Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68),Defense mechanisms,5.463741722,CALIN,0.737490161,defense
IN,1679255,"Uncharacterized conserved protein, DUF1643 domain",Function unknown,3.602245023,CALIN,0.55657325,non_defense
IN,1679256,,,0.927282573,CALIN,-0.032787902,no_call
